playlist_name,tvg_id,status,future_horizon_hours,last_programme_utc,programme_count
Go3 Sport 1 HD,tvplay-sports,OK,95.92,2026-09-06T21:45:00+00:00,93
Go3 Sport 2 HD,tvplay-sports-plus,OK,95.75,2026-09-06T21:35:00+00:00,84
Go3 Sport 3 HD,Xtv3-sport-3,OK,94.17,2026-09-06T20:00:00+00:00,130
Go3 Sport Open HD,tv3-sport-open,OK,93.25,2026-09-06T19:05:00+00:00,94
Movify Kino,Xmovify-kino,OK,93.98,2026-09-06T19:49:00+00:00,130
Re TV,ReTV.lv@SD,OK,100.75,2026-09-07T02:35:00+00:00,366
Sea TV,Xsea-tv,OK,95.5,2026-09-06T21:20:00+00:00,359
TV3 Life,Xlnt,OK,94.33,2026-09-06T20:10:00+00:00,215
TV6,Xtv6-lv,OK,94.17,2026-09-06T20:00:00+00:00,261
LTV1 HD,Xltv1,OK,95.92,2026-09-06T21:45:00+00:00,371
LTV7 HD,Xltv7,OK,95.75,2026-09-06T21:35:00+00:00,261
TV3 Plus HD,X3-plus-latvia,OK,101.0,2026-09-07T02:50:00+00:00,218
TV3 Life HD,Xlnt,OK,94.33,2026-09-06T20:10:00+00:00,215
STV Pirma!,Xstv-pirma!,OK,94.25,2026-09-06T20:05:00+00:00,191
360 TV HD,X360-lv,OK,95.92,2026-09-06T21:45:00+00:00,371
Kidzone Mini HD,Xkidzone,OK,98.17,2026-09-07T00:00:00+00:00,574
Re:TV HD,Xre-tv,OK,100.75,2026-09-07T02:35:00+00:00,366
LRT Lituanica,Xlrt-lituanica,OK,93.17,2026-09-06T19:00:00+00:00,249
BTV,Xbtv,OK,95.5,2026-09-06T21:20:00+00:00,213
ETV,Xetv-ee,OK,96.75,2026-09-06T22:35:00+00:00,268
ETV 2,Xetv2-ee,OK,96.25,2026-09-06T22:05:00+00:00,435
ETV+ HD,Xetv-plus-ee,OK,96.42,2026-09-06T22:15:00+00:00,246
Kanal 2,Xkanal-2-ee,OK,96.58,2026-09-06T22:25:00+00:00,223
TV3,Xtv3-ee,OK,97.08,2026-09-06T22:55:00+00:00,228
Viasat Kino,Xtv1000-cee,OK,99.42,2026-09-07T01:15:00+00:00,122
Duo 3,Xsony-channel-ee,OK,96.67,2026-09-06T22:30:00+00:00,209
Duo 5,Xkanal-12-ee,OK,95.42,2026-09-06T21:15:00+00:00,112
Duo 4,Xkanal-11-ee,OK,96.58,2026-09-06T22:25:00+00:00,185
Eesti Kanal,Xeesti-kanal,OK,96.92,2026-09-06T22:45:00+00:00,259
RTL HD DE,Xrtl,OK,102.08,2026-09-07T03:55:00+00:00,232
RTL UHD,Xrtl,OK,102.08,2026-09-07T03:55:00+00:00,232
RTL UP HD,X76722,OK,74.17,2026-09-06T00:00:00+00:00,101
RTL Live HD DE,X76673,OK,74.17,2026-09-06T00:00:00+00:00,107
RTL Crime HD DE,X76700,OK,74.17,2026-09-06T00:00:00+00:00,106
RTL Passion HD,X76804,OK,74.17,2026-09-06T00:00:00+00:00,141
Sat.1 HD DE,Xsat1,OK,101.92,2026-09-07T03:45:00+00:00,215
SAT.1 Gold HD,X76716,OK,74.17,2026-09-06T00:00:00+00:00,106
Sky Sport Austria HD DE,Xsky-sport-aus,OK,90.17,2026-09-06T16:00:00+00:00,160
Sky Sports F1 HD,Xsky-sports-f1,OK,99.17,2026-09-07T01:00:00+00:00,265
Sky Sport Top Event HD,X10675,OK,74.17,2026-09-06T00:00:00+00:00,45
Sky Sport Golf HD,Xsky-sports-golf,OK,102.17,2026-09-07T04:00:00+00:00,156
Sky Sport 1 HD DE,Xsky-sport-hd1,OK,96.67,2026-09-06T22:30:00+00:00,201
Sky Sport Mix,X10785,OK,74.17,2026-09-06T00:00:00+00:00,65
Sky Sport Tennis HD,X10634,OK,50.17,2026-09-05T00:00:00+00:00,27
ORF SPORT+,X76756,OK,74.17,2026-09-06T00:00:00+00:00,89
ESports 1,XeSports1.de,OK,30.25,2026-09-04T04:05:00+00:00,19
Sport 1+,XSPORT1+.de,OK,29.17,2026-09-04T03:00:00+00:00,51
Eurosport 1 HD,X76619,OK,74.17,2026-09-06T00:00:00+00:00,33
SAT.1 emotions HD,Xtnt-serie-de,OK,101.42,2026-09-07T03:15:00+00:00,294
Sky Crime,X10908,OK,74.17,2026-09-06T00:00:00+00:00,111
Sky One HD,X401732,OK,74.17,2026-09-06T00:00:00+00:00,109
Sky Showcase HD,X10918,OK,74.17,2026-09-06T00:00:00+00:00,99
Sky Nature,X10640,OK,74.17,2026-09-06T00:00:00+00:00,97
Sky Documentaries,X10620,OK,74.17,2026-09-06T00:00:00+00:00,98
Sky Krimi HD,X76663,OK,74.17,2026-09-06T00:00:00+00:00,85
Sky Cinema Premieren HD,Xsky-cinema-premieren,OK,101.67,2026-09-07T03:30:00+00:00,128
Sky Cinema Family HD,Xsky-cinema-family,OK,101.42,2026-09-07T03:15:00+00:00,133
Sky Cinema Action HD,Xsky-cinema-action,OK,100.75,2026-09-07T02:35:00+00:00,125
Sky Cinema Highlights,X321554,OK,74.17,2026-09-06T00:00:00+00:00,42
Sky Atlantic HD DE,Xsky-atlantic,OK,102.0,2026-09-07T03:50:00+00:00,293
Comedy Central HD DE,X76742,OK,74.17,2026-09-06T00:00:00+00:00,188
Universal TV HD DE,X76662,OK,74.17,2026-09-06T00:00:00+00:00,111
NOW HD,X76694,OK,74.17,2026-09-06T00:00:00+00:00,24
VOX HD DE,Xvox,OK,101.83,2026-09-07T03:40:00+00:00,245
Warner TV Serie HD,X76806,OK,74.17,2026-09-06T00:00:00+00:00,105
Warner TV Comedy HD,X76679,OK,74.17,2026-09-06T00:00:00+00:00,212
Warner TV Film HD,X76645,OK,74.17,2026-09-06T00:00:00+00:00,42
One HD,X991623,OK,50.83,2026-09-05T00:40:00+00:00,135
Phoenix HD,X76649,OK,74.17,2026-09-06T00:00:00+00:00,106
Geo Television HD,X76800,OK,74.17,2026-09-06T00:00:00+00:00,84
Discovery HD DE,X76686,OK,74.17,2026-09-06T00:00:00+00:00,104
Kabel Eins Doku HD,X76715,OK,74.17,2026-09-06T00:00:00+00:00,105
Toggo HD,X76767,OK,74.17,2026-09-06T00:00:00+00:00,198
Toggo Plus HD,X76789,OK,74.17,2026-09-06T00:00:00+00:00,208
Cartoon Network DE,X76763,OK,74.17,2026-09-06T00:00:00+00:00,396
Disney HD DE,X76786,OK,74.17,2026-09-06T00:00:00+00:00,163
Jukebox,X76615,OK,74.17,2026-09-06T00:00:00+00:00,28
Das Erste HD,X76674,OK,74.17,2026-09-06T00:00:00+00:00,116
arte HD DE,Xarte-hd,OK,101.92,2026-09-07T03:45:00+00:00,267
ZDFinfo HD,X76718,OK,74.17,2026-09-06T00:00:00+00:00,114
ZDFneo HD,X76739,OK,74.17,2026-09-06T00:00:00+00:00,114
ZDF HD DE,Xzdf,OK,102.0,2026-09-07T03:50:00+00:00,328
SIXX HD DE,X76614,OK,74.17,2026-09-06T00:00:00+00:00,96
Kabel Eins HD,Xkabel-1,OK,101.67,2026-09-07T03:30:00+00:00,248
Kabel Eins classic HD,X76725,OK,74.17,2026-09-06T00:00:00+00:00,52
ProSieben HD DE,Xprosieben,OK,100.17,2026-09-07T02:00:00+00:00,311
ProSieben Maxx HD DE,Xprosieben-maxx,OK,101.92,2026-09-07T03:45:00+00:00,445
NITRO HD,X76787,OK,74.17,2026-09-06T00:00:00+00:00,103
Romance TV DE,X76624,OK,74.17,2026-09-06T00:00:00+00:00,67
3 Sat HD DE,X76682,OK,74.17,2026-09-06T00:00:00+00:00,130
NDR HD DE,X76748,OK,74.17,2026-09-06T00:00:00+00:00,146
SWR Fernsehen RP HD,X76693,OK,74.17,2026-09-06T00:00:00+00:00,124
HR HD DE,X76648,OK,74.17,2026-09-06T00:00:00+00:00,137
Bibel TV HD,X76794,OK,74.17,2026-09-06T00:00:00+00:00,183
Anixe HD DE,X76745,OK,74.17,2026-09-06T00:00:00+00:00,117
Motorvision TV DE,X76630,OK,74.17,2026-09-06T00:00:00+00:00,137
ORF 2 HD,X76616,OK,74.17,2026-09-06T00:00:00+00:00,171
ORF 3 HD,X76734,OK,74.17,2026-09-06T00:00:00+00:00,91
ATV DE,X76810,OK,74.17,2026-09-06T00:00:00+00:00,101
ATV 2 DE,X76638,OK,74.17,2026-09-06T00:00:00+00:00,71
KIKA HD DE,X76680,OK,74.17,2026-09-06T00:00:00+00:00,145
Crime + Investigation,X76667,OK,74.17,2026-09-06T00:00:00+00:00,100
QVC HD,X76697,OK,74.17,2026-09-06T00:00:00+00:00,80
QVC ZWEI HD,X76618,OK,74.17,2026-09-06T00:00:00+00:00,80
DF1 HD,X182674,OK,74.17,2026-09-06T00:00:00+00:00,96
RiC NEU,X76731,OK,74.17,2026-09-06T00:00:00+00:00,114
oe24.TV HD,X100304,OK,170.17,2026-09-10T00:00:00+00:00,266
Heimatkanal,X76675,OK,74.17,2026-09-06T00:00:00+00:00,80
1-2-3.tv HD,X123.tv.de,OK,32.17,2026-09-04T06:00:00+00:00,65
HSE Extra HD,X76737,OK,74.17,2026-09-06T00:00:00+00:00,80
Channel 9 HD,Xערוץ.9.שידור.חי.il,OK,26.25,2026-09-04T00:05:00+00:00,94
Keshet 12 HD,X991603,OK,50.25,2026-09-05T00:05:00+00:00,185
Reshet 13 HD,X991604,OK,51.33,2026-09-05T01:10:00+00:00,237
now 14 HD,X991622,OK,53.17,2026-09-05T03:00:00+00:00,167
Channel 24,X991612,OK,28.67,2026-09-04T02:30:00+00:00,273
Kan 11 HD,X991576,OK,50.47,2026-09-05T00:18:00+00:00,223
Hot Cinema 1 HD,X991584,OK,51.62,2026-09-05T01:27:00+00:00,92
Hot Cinema 2 HD,X991585,OK,50.7,2026-09-05T00:32:00+00:00,102
Hot Cinema 3 HD,X991586,OK,50.88,2026-09-05T00:43:00+00:00,107
Hot Cinema 4 HD,X991587,OK,51.35,2026-09-05T01:11:00+00:00,99
Hot 3 HD,X991599,OK,50.72,2026-09-05T00:33:00+00:00,257
Hot 8 HD,Xערוץ.8.שידור.חי.il,OK,26.75,2026-09-04T00:35:00+00:00,74
BollyWood HD,XBollywood.Series.il,OK,95.92,2026-09-06T21:45:00+00:00,96
HOT Zone HD,X991583,OK,50.82,2026-09-05T00:39:00+00:00,255
Yam Tiсhoni HD,X991600,OK,50.32,2026-09-05T00:09:00+00:00,233
Hop!,X991589,OK,50.17,2026-09-05T00:00:00+00:00,769
One 2 HD,X991784,OK,50.38,2026-09-05T00:13:00+00:00,153
Sport 2 HD,X991796,OK,51.33,2026-09-05T01:10:00+00:00,180
Sport 3 HD,X991788,OK,50.83,2026-09-05T00:40:00+00:00,134
Sport 4 HD,X991783,OK,50.25,2026-09-05T00:05:00+00:00,145
Sport 5 HD,X991606,OK,50.33,2026-09-05T00:10:00+00:00,179
Sport 5 Stars HD,X991790,OK,50.75,2026-09-05T00:35:00+00:00,111
Sport 5 Plus HD,X991605,OK,50.33,2026-09-05T00:10:00+00:00,163
Sport 5 Live HD,X991593,OK,50.25,2026-09-05T00:05:00+00:00,130
Home+,X991573,OK,50.38,2026-09-05T00:13:00+00:00,242
Super!,Xsuperplus,OK,98.53,2026-09-07T00:22:00+00:00,301
Travel XP,Xtravel-xp-hd,OK,95.67,2026-09-06T21:30:00+00:00,451
Polsat HD,Xpolsat,OK,101.83,2026-09-07T03:40:00+00:00,205
Polsat 2,Xpolsat2,OK,101.92,2026-09-07T03:45:00+00:00,291
TVP Polonia,Xtvp-polonia,OK,102.08,2026-09-07T03:55:00+00:00,399
TVN Siedem HD,XTVN.7.HD.pl,OK,55.17,2026-09-05T05:00:00+00:00,114
TVP 1 HD,Xtvp1,OK,101.58,2026-09-07T03:25:00+00:00,336
TVP 2 HD,Xtvp2,OK,101.75,2026-09-07T03:35:00+00:00,264
TVP 3 HD,Xtvp3,OK,101.92,2026-09-07T03:45:00+00:00,473
TVP Kultura,Xtvp-kultura,OK,101.58,2026-09-07T03:25:00+00:00,212
TVP Rozrywka,XTVP.Rozrywka.pl,OK,55.33,2026-09-05T05:10:00+00:00,181
TV4 HD PL,Xtv4-pl,OK,101.58,2026-09-07T03:25:00+00:00,250
TV6 HD PL,Xtv6-pl,OK,101.58,2026-09-07T03:25:00+00:00,243
BBC Lifestyle HD,XBBC.Lifestyle.HD.pl,OK,56.0,2026-09-05T05:50:00+00:00,122
BBC Brit HD,XBBC.Brit.HD.pl,OK,55.92,2026-09-05T05:45:00+00:00,119
13 Ulica HD,X13ulica-pl,OK,101.42,2026-09-07T03:15:00+00:00,162
TVN 24 HD,Xtvn24-pl,OK,101.83,2026-09-07T03:40:00+00:00,405
TVP INFO HD,Xtvp-info,OK,101.85,2026-09-07T03:41:00+00:00,760
Polsat News,Xpolsat-news,OK,101.83,2026-09-07T03:40:00+00:00,367
Polsat News 2,Xpolsat-news-2,OK,101.17,2026-09-07T03:00:00+00:00,297
Polsat Film HD PL,Xpolsat-film,OK,102.08,2026-09-07T03:55:00+00:00,185
TVP Seriale HD,Xtvp-seriale,OK,101.83,2026-09-07T03:40:00+00:00,296
Ale Kino+ HD,Xale-kino-plus,OK,101.33,2026-09-07T03:10:00+00:00,170
AMC HD PL,XAMC.HD.pl,OK,56.5,2026-09-05T06:20:00+00:00,68
Polsat Play HD PL,Xpolsat-play,OK,101.17,2026-09-07T03:00:00+00:00,345
Polsat Cafe HD PL,Xpolsat-cafe,OK,101.17,2026-09-07T03:00:00+00:00,259
E! Entertainment,XE!.Entertainment.HD.pl,OK,56.0,2026-09-05T05:50:00+00:00,130
TeleToon+ HD,Xteletoon-pl,OK,100.5,2026-09-07T02:20:00+00:00,783
Romance TV HD,XRomance.TV.HD.pl,OK,56.58,2026-09-05T06:25:00+00:00,70
Warner TV,Xwarner-pl,OK,101.33,2026-09-07T03:10:00+00:00,199
Kino TV HD,Xkino-tv-pl,OK,101.83,2026-09-07T03:40:00+00:00,146
Cinemax HD,Xcinemax,OK,100.58,2026-09-07T02:25:00+00:00,145
Cinemax 2 HD,Xcinemax2,OK,100.83,2026-09-07T02:40:00+00:00,133
CANAL+ Film HD,Xcanal-pl-film,OK,101.58,2026-09-07T03:25:00+00:00,181
CANAL+ Family HD,Xcanal-pl-family,OK,102.08,2026-09-07T03:55:00+00:00,251
CANAL+ Seriale HD,Xcanal-pl-seriale,OK,102.0,2026-09-07T03:50:00+00:00,293
CANAL+ Premium HD,Xcanal-pl-premium,OK,102.0,2026-09-07T03:50:00+00:00,177
FilmBox Action HD PL,Xfilmbox-action-pl,OK,100.25,2026-09-07T02:05:00+00:00,126
FilmBox Family HD PL,Xfilmbox-family-pl,OK,100.75,2026-09-07T02:35:00+00:00,142
FilmBox Premium HD PL,Xfilmbox-premium-pl,OK,101.92,2026-09-07T03:45:00+00:00,123
FilmBox Extra HD PL,Xfilmbox-extra-pl,OK,100.83,2026-09-07T02:40:00+00:00,137
HBO HD,Xhbo-hd,OK,101.25,2026-09-07T03:05:00+00:00,136
HBO2 HD,Xhbo2-hd,OK,101.25,2026-09-07T03:05:00+00:00,144
HBO3 HD,Xhbo3-hd,OK,101.58,2026-09-07T03:25:00+00:00,187
WP HD,XWP.pl,OK,55.17,2026-09-05T05:00:00+00:00,147
SciFi HD,XSCI.FI.HD.pl,OK,55.25,2026-09-05T05:05:00+00:00,107
Planete+ HD PL,Xplanete-pl,OK,101.67,2026-09-07T03:30:00+00:00,307
Polsat Viasat Nature HD,Xpolsat-viasat-nature,OK,102.08,2026-09-07T03:55:00+00:00,248
Discovery Channel HD PL,Xdiscovery-channel-pl,OK,101.17,2026-09-07T03:00:00+00:00,231
Discovery Life HD PL,Xdiscovery-life-pl,OK,101.92,2026-09-07T03:45:00+00:00,281
Discovery History HD PL,Xdiscovery-historia-pl,OK,101.67,2026-09-07T03:30:00+00:00,259
ID Investigation Discovery PL,XID.HD.pl,OK,55.17,2026-09-05T05:00:00+00:00,123
History 2 HD,Xh2-pl,OK,101.25,2026-09-07T03:05:00+00:00,248
History HD,Xhistory-pl,OK,101.75,2026-09-07T03:35:00+00:00,263
TVP Historia HD,Xtvp-historia,OK,101.58,2026-09-07T03:25:00+00:00,264
CANAL+ Kuchnia HD,Xcanal-pl-kuchnia,OK,102.08,2026-09-07T03:55:00+00:00,381
Sport Klub PL,Xsportklub-pl,OK,100.17,2026-09-07T02:00:00+00:00,141
TVP Sport HD,Xtvp-sport,OK,100.67,2026-09-07T02:30:00+00:00,158
Eleven Sports 1 4K,Xeleven-sports-1,OK,101.17,2026-09-07T03:00:00+00:00,205
Eleven Sports 1 HD,Xeleven-sports-1,OK,101.17,2026-09-07T03:00:00+00:00,205
Eleven Sports 2 HD,Xeleven-sports-2,OK,101.17,2026-09-07T03:00:00+00:00,175
Eleven Sports 3 HD,Xeleven-sports-3,OK,101.17,2026-09-07T03:00:00+00:00,209
CANAL+ Sport 1 HD PL,Xcanal-pl-sport-1,OK,101.5,2026-09-07T03:20:00+00:00,157
CANAL+ Sport 3 HD PL,Xcanal-pl-sport-3,OK,100.67,2026-09-07T02:30:00+00:00,156
CANAL+ Sport 4 HD PL,Xcanal-pl-sport-4,OK,100.67,2026-09-07T02:30:00+00:00,125
CANAL+ Sport 5 HD PL,Xcanal-pl-sport-5,OK,100.95,2026-09-07T02:47:00+00:00,125
Eurosport 1 HD PL,Xeurosport1-pl,OK,101.17,2026-09-07T03:00:00+00:00,114
Eurosport 2 HD PL,Xeurosport2-pl,OK,101.17,2026-09-07T03:00:00+00:00,128
FightBox HD,Xfightbox-hd,OK,98.42,2026-09-07T00:15:00+00:00,110
Motowizija,Xmotowizja-pl,OK,101.67,2026-09-07T03:30:00+00:00,312
Extreme Sport,Xextreme-sports,OK,95.67,2026-09-06T21:30:00+00:00,201
Polsat Sport,Xpolsat-sport,OK,98.17,2026-09-07T00:00:00+00:00,101
Polsat Sport 2,Xpolsat-sport-extra,OK,99.17,2026-09-07T01:00:00+00:00,101
Polsat Sport 3,Xpolsat-sport-extra,OK,99.17,2026-09-07T01:00:00+00:00,101
Polsat Sport Premium 1 HD,Xpolsat-sport-pr1,OK,97.17,2026-09-06T23:00:00+00:00,116
Polsat Sport Premium 2 HD,Xpolsat-sport-pr2,OK,97.17,2026-09-06T23:00:00+00:00,140
Polsat Sport Premium 3 HD,Xpolsat-sport-pr3,OK,97.17,2026-09-06T23:00:00+00:00,91
Polsat Sport Premium 4 HD,Xpolsat-sport-pr4,OK,97.17,2026-09-06T23:00:00+00:00,79
Polsat Sport Premium 5 HD,Xpolsat-sport-pr5,OK,97.17,2026-09-06T23:00:00+00:00,73
Polsat Games HD,Xpolsat-games,OK,101.67,2026-09-07T03:30:00+00:00,356
Polsat Sport Fight,Xpolsat-sport-fight,OK,102.75,2026-09-07T04:35:00+00:00,148
Zoom TV,XZOOM.TV.HD.pl,OK,55.17,2026-09-05T05:00:00+00:00,119
Polo TV,XPolo.TV.HD.pl,OK,55.17,2026-09-05T05:00:00+00:00,138
Sundance HD,Xsundance-pl,OK,102.08,2026-09-07T03:55:00+00:00,177
Puls 2 HD,XPULS.2.HD.pl,OK,55.17,2026-09-05T05:00:00+00:00,257
Polsat Music HD,Xpolsat-music,OK,101.17,2026-09-07T03:00:00+00:00,231
Paramount Network,Xparamount-network-pl,OK,101.25,2026-09-07T03:05:00+00:00,145
1 TV,X1TV_GE,OK,119.08,2026-09-07T20:55:00+00:00,129
Imedi TV,Ximedi,OK,97.92,2026-09-06T23:45:00+00:00,112
Palitra News,XPalitra_news,OK,94.17,2026-09-06T20:00:00+00:00,478
GDS TV,XGDS,OK,102.17,2026-09-07T04:00:00+00:00,87
Adjara TV,XAdjara,OK,123.67,2026-09-08T01:30:00+00:00,133
Pirveli,XTVPirveli,OK,102.17,2026-09-07T04:00:00+00:00,85
Rustavi 2,XRustavi2,OK,102.17,2026-09-07T04:00:00+00:00,59
Comedy Arkhi,XComedyArkhi,OK,126.17,2026-09-08T04:00:00+00:00,62
Formula,XFormula,OK,94.25,2026-09-06T20:05:00+00:00,159
Marao,XMarao,OK,94.17,2026-09-06T20:00:00+00:00,63
Ertsulovneba,XErtsulovneba,OK,100.17,2026-09-07T02:00:00+00:00,272
BMG,XBMG,OK,94.17,2026-09-06T20:00:00+00:00,358
Euronews Georgia,XEURONEWS_GE,OK,54.17,2026-09-05T04:00:00+00:00,70
Silk Universal,XSilk_Universal,OK,54.75,2026-09-05T04:35:00+00:00,76
Setanta Sports 2,XSetanta Sports 2,OK,124.17,2026-09-08T02:00:00+00:00,69
Moldova 1 HD,Xmoldova-1,OK,100.0,2026-09-07T01:50:00+00:00,568
Moldova 2 HD,Xmoldova-2,OK,101.0,2026-09-07T02:50:00+00:00,471
N4,Xn4,OK,95.67,2026-09-06T21:30:00+00:00,154
ARTE,Xarte-hd,OK,101.92,2026-09-07T03:45:00+00:00,267
FashionBox HD,Xfashionbox-hd,OK,95.67,2026-09-06T21:30:00+00:00,281
bTV,XbTV.bg,OK,22.83,2026-09-03T20:40:00+00:00,78
Kino Nova HD,XKinoNova.bg,OK,22.0,2026-09-03T19:50:00+00:00,46
bTV Action,XbTV.Action.bg,OK,21.17,2026-09-03T19:00:00+00:00,89
bTV Comedy,XbTV.Comedy.bg,OK,23.17,2026-09-03T21:00:00+00:00,141
bTV Cinema,XbTV.Cinema.bg,OK,22.67,2026-09-03T20:30:00+00:00,69
Nat Geo Wild,XNat.Geo.Wild.bg,OK,22.58,2026-09-03T20:25:00+00:00,131
Diema Sport,XDIEMA.SPORT.bg,OK,95.92,2026-09-06T21:45:00+00:00,152
Diema Sport 2,XDIEMA.SPORT.2.bg,OK,95.17,2026-09-06T21:00:00+00:00,140
Diema Sport 3,XDIEMA.SPORT.3.bg,OK,95.83,2026-09-06T21:40:00+00:00,163
Nickelodeon,XNickelodeon.bg,OK,23.15,2026-09-03T20:59:00+00:00,255
Love Nature HD,Xlove-nature-4k,OK,98.58,2026-09-07T00:25:00+00:00,257
Nova Sport 1 HD,X07ceb1ac6be64075dded2510c27e0c6e,OK,99.17,2026-09-07T01:00:00+00:00,169
Nova Sport 2 HD,X366a88cf3a4bab603ef6408966546e71,OK,99.17,2026-09-07T01:00:00+00:00,125
Nova Sport 5 HD,X7845ca0015c718657d785b311edf5079,OK,98.17,2026-09-07T00:00:00+00:00,127
Arena Sport 2 HD,X29310a006ce41c9fb5cca14f333849fb,OK,72.17,2026-09-05T22:00:00+00:00,193
JOJ Sport HD,Xeacbd3c220de39cfa7c855755d1291cf,OK,79.67,2026-09-06T05:30:00+00:00,76
CANAL+ Sport (SK),Xba551cee37d621f3a459d798ae881e5e,OK,79.17,2026-09-06T05:00:00+00:00,132
Ketnet,XKetnet.be,OK,31.25,2026-09-04T05:05:00+00:00,412
VTM 2 HD,XVTM.2.be,OK,33.67,2026-09-04T07:30:00+00:00,61
VTM 3,XVTM.3.be,OK,33.17,2026-09-04T07:00:00+00:00,59
VTM 4,XVTM.4.be,OK,31.17,2026-09-04T05:00:00+00:00,61
24Kitchen,X24Kitchen.nl,OK,50.25,2026-09-05T00:05:00+00:00,173
CANAL+ Action,XCanal+.Action.nl,OK,52.25,2026-09-05T02:05:00+00:00,76
Disney Channel,XDisney.Channel.nl,OK,50.33,2026-09-05T00:10:00+00:00,248
Film1 Action,XFilm1.Action.nl,OK,51.67,2026-09-05T01:30:00+00:00,62
Film1 Drama,XFilm1.Drama.nl,OK,51.58,2026-09-05T01:25:00+00:00,56
Film1 Family,XFilm1.Family.nl,OK,50.42,2026-09-05T00:15:00+00:00,62
History NL,XHISTORY.nl,OK,50.25,2026-09-05T00:05:00+00:00,151
Love Nature HD BNL,XLove.Nature.nl,OK,50.17,2026-09-05T00:00:00+00:00,94
NPO1 HD,XNPO.1.nl,OK,50.42,2026-09-05T00:15:00+00:00,239
NPO2 HD,XNPO.2.nl,OK,50.5,2026-09-05T00:20:00+00:00,189
NPO3 HD,XNPO.3.nl,OK,50.17,2026-09-05T00:00:00+00:00,376
National Geographic Wild,XNational.Geographic.nl,OK,50.33,2026-09-05T00:10:00+00:00,120
ONS,XONS.nl,OK,50.17,2026-09-05T00:00:00+00:00,123
Omroep Brabant Televisie,XOmroep.Brabant.nl,OK,54.85,2026-09-05T04:41:00+00:00,214
Omrop Fryslan Televisie,XOmrop.Fryslân.nl,OK,54.17,2026-09-05T04:00:00+00:00,154
RTL Z,XRTL.Z.nl,OK,50.5,2026-09-05T00:20:00+00:00,277
RTL4 HD,XRTL.4.nl,OK,50.33,2026-09-05T00:10:00+00:00,191
RTL5 HD,XRTL.5.nl,OK,55.67,2026-09-05T05:30:00+00:00,73
RTL7 HD,XRTL.7.nl,OK,50.17,2026-09-05T00:00:00+00:00,98
RTL8 HD,XRTL.8.nl,OK,50.17,2026-09-05T00:00:00+00:00,57
Star Channel,XSTAR.Channel.nl,OK,50.5,2026-09-05T00:20:00+00:00,118
VRT 1,XVRT.1.nl,OK,54.17,2026-09-05T04:00:00+00:00,187
Viaplay TV,XViaplay.TV.nl,OK,50.67,2026-09-05T00:30:00+00:00,89
ESPN 2 HD,XESPN.2.nl,OK,50.33,2026-09-05T00:10:00+00:00,141
ESPN 4 HD,XESPN.4.nl,OK,50.17,2026-09-05T00:00:00+00:00,111
Ziggo Sport 2,XZiggo.Sport.2.nl,OK,51.67,2026-09-05T01:30:00+00:00,100
Ziggo Sport 6,XZiggo.Sport.6.nl,OK,50.17,2026-09-05T00:00:00+00:00,69
Arte HD,Xarte-hd,OK,101.92,2026-09-07T03:45:00+00:00,267
BBC Cbeebies HD,Xbbc-four-uk,OK,101.33,2026-09-07T03:10:00+00:00,144
BBC Three,Xbbc-3-uk,OK,102.08,2026-09-07T03:55:00+00:00,176
BBC Two HD,Xbbc-2-uk,OK,102.0,2026-09-07T03:50:00+00:00,233
Comedy Central HD,X76742,OK,74.17,2026-09-06T00:00:00+00:00,188
Sky Cinema Premiere HD,Xsky-cinema-premieren,OK,101.67,2026-09-07T03:30:00+00:00,128
Crime Investigation HD,X76667,OK,74.17,2026-09-06T00:00:00+00:00,100
Discovery HD,Xdiscovery-channel,OK,98.17,2026-09-07T00:00:00+00:00,272
КТК,Xktk-kz,OK,100.0,2026-09-07T01:50:00+00:00,151
Saryarqa,Xsaryarqa,OK,93.92,2026-09-06T19:45:00+00:00,229
Blue Hustler TV,Xblue-hustler,OK,96.92,2026-09-06T22:45:00+00:00,280
Hustler HD,Xhustler-hd,OK,96.17,2026-09-06T22:00:00+00:00,201
Hustler TV,Xhustler-hd,OK,96.17,2026-09-06T22:00:00+00:00,201
Playboy,Xplayboy-tv,OK,95.72,2026-09-06T21:33:00+00:00,623
Eroxxx HD,Xeroxxxhd,OK,101.83,2026-09-07T03:40:00+00:00,221
Brazzers TV HD,Xbrazzers-tv-europe,OK,96.78,2026-09-06T22:37:00+00:00,611
Brazzers TV Europe,Xbrazzers-tv-europe,OK,96.78,2026-09-06T22:37:00+00:00,611
Barely Legal,Xbarely-legal,OK,97.0,2026-09-06T22:50:00+00:00,170
Babes TV HD,Xbabes-tv,OK,94.35,2026-09-06T20:11:00+00:00,186
Red Lips,Xredlips,OK,95.93,2026-09-06T21:46:00+00:00,687
Vivid Red HD,Xvivid-red,OK,101.83,2026-09-07T03:40:00+00:00,261
Dorcel HD,Xdorcel,OK,102.13,2026-09-07T03:58:00+00:00,177
Private TV,Xprivate-tv,OK,98.92,2026-09-07T00:45:00+00:00,97
Русская Ночь,Xrusskaya-noch,OK,94.67,2026-09-06T20:30:00+00:00,154
Redlight HD,Xredlight-hd,OK,95.2,2026-09-06T21:02:00+00:00,158
Eromania 4K,Xeromania4k,OK,50.17,2026-09-05T00:00:00+00:00,134
YOSSO TV SEXY,Xyosso-sexy,OK,54.72,2026-09-05T04:33:00+00:00,131
