playlist_name,playlist_tvg_id,output_tvg_id,group,region,source,source_id,method,confidence
Velilla TV Legendary Matches HD,velillalegendarymatches,velillalegendarymatches,Спорт,,tvteam,ch2036,name,90
360°,X360-podmoskovie,X360-podmoskovie,Познавательные,,tvteam,ch516,name,90
Velilla TV CatTV 4K,velillatvcattv,velillatvcattv,Познавательные,,tvteam,ch4171,name,90
Лёва HD,Xliova,Xliova,Детские,,tvteam,ch2080,name,90
Velilla TV Детский HD,velillatvdetskiy,velillatvdetskiy,Детские,,tvteam,ch3296,name,90
Velilla TV Том и Джерри HD,tomandjerry,tomandjerry,Детские,,tvteam,ch3154,name,90
Fashion TV HD,Xfashion-tv,Xfashion-tv,Разное,,tvteam,ch550,name,90
Deluxe Music HD,,ch237,Музыкальные,,tvteam,ch237,name,90
Deluxe Music,,ch237,Музыкальные,,tvteam,ch237,name,90
Velilla TV Eurodance 90s,velillaeurodance90s,velillaeurodance90s,Музыкальные,,tvteam,ch2765,name,90
Velilla TV Russiandance 90s,velillarussiandance90s,velillarussiandance90s,Музыкальные,,tvteam,ch2749,name,90
Velilla TV Magenta Musik Festivals HD,magentamusik,magentamusik,Музыкальные,,tvteam,ch2333,name,90
Velilla TV Pop And Rock Concerts HD,velillapoprockconcerts,velillapoprockconcerts,Музыкальные,,tvteam,ch2767,name,90
Velilla TV Hard And Heavy Concerts HD,velillahardheavyconcerts,velillahardheavyconcerts,Музыкальные,,tvteam,ch2871,name,90
13th Street,X76766,X76766,Германия,DE,tvteam,ch159,name,90
ORF 1 HD,X76706,X76706,Германия,DE,tvteam,ch330,name,90
ARD alpha HD,,ch1934,Германия,DE,tvteam,ch1934,name,90
SR Fernsehen HD,,ch1938,Германия,DE,tvteam,ch1938,name,90
Первый канал,Xpervy,Xpervy,Россия,RU,epgpw-RU,6379,name,90
Первый канал HD,Xpervy,Xpervy,Россия,RU,epgpw-RU,6379,name,90
Первый канал Европа,Xpervy-kanal-eu,Xpervy-kanal-eu,Россия,RU,epgpw-RU,7738,name,90
Первый Канал +8,Xpervy-pl8,Xpervy-pl8,Россия,RU,epgpw-RU,6561,name,90
Россия 24,Xrossia-24,Xrossia-24,Россия,RU,epgpw-RU,5960,name,90
Россия 24 HD,Xrossia-24,Xrossia-24,Россия,RU,epgpw-RU,5960,name,90
НТВ Мир,Xntv-mir,Xntv-mir,Россия,RU,epgpw-RU,6130,name,90
ТВ3 HD,Xtv3-ru,Xtv3-ru,Россия,RU,epgpw-RU,7657,name,90
ТВ3 +2,Xtv3-ru-pl2,Xtv3-ru-pl2,Россия,RU,epgpw-RU,7481,name,90
ТВ3 +7,Xtv3-ru-pl7,Xtv3-ru-pl7,Россия,RU,epgpw-RU,7480,name,90
Пятница,Xpiatnica,Xpiatnica,Россия,RU,epgpw-RU,7129,name,90
Пятница HD,Xpiatnica,Xpiatnica,Россия,RU,epgpw-RU,7129,name,90
Пятница +7,piatnica-pl7,piatnica-pl7,Россия,RU,epgpw-RU,6245,name,90
Пятница +4,piatnica-pl4,piatnica-pl4,Россия,RU,epgpw-RU,6246,name,90
Пятница +2,piatnica-pl2,piatnica-pl2,Россия,RU,epgpw-RU,6241,name,90
Ю+,Xyu,Xyu,Россия,RU,epgpw-RU,6947,name,90
Севастополь 24 HD,Xsevastopol-24,Xsevastopol-24,Россия,RU,epgpw-RU,526201,name,90
КРЫМ 24,Xkrym24,Xkrym24,Россия,RU,epgpw-RU,6911,name,90
НТС Севастополь,Xnts-sevastopol,Xnts-sevastopol,Россия,RU,epgpw-RU,5739,name,90
Евпатория 24,Xewpatorya24,Xewpatorya24,Россия,RU,epgpw-RU,564363,name,90
Первый Севастопольский,Xpervy-sevastopolsky,Xpervy-sevastopolsky,Россия,RU,epgpw-RU,497465,name,90
Симферополь 24,Xsimfer24,Xsimfer24,Россия,RU,epgpw-RU,412226,name,90
Легендарный 24 HD,Xlegendarny24,Xlegendarny24,Россия,RU,epgpw-RU,412659,name,90
Известия HD,Xizvestia,Xizvestia,Россия,RU,epgpw-RU,6766,name,90
ВМЕСТЕ-РФ,Xvmeste-rf,Xvmeste-rf,Россия,RU,epgpw-RU,5988,name,90
Соловьев.Live,Xsolovjinypomiot,Xsolovjinypomiot,Россия,RU,epgpw-RU,354852,name,90
Своё ТВ Ставрополь,Xsvoyo-tv-stavropol,Xsvoyo-tv-stavropol,Россия,RU,epgpw-RU,5911,name,90
ОТВ Екатеринбург,Xotv-eburg,Xotv-eburg,Россия,RU,epgpw-RU,7539,name,90
Астрахань 24,Xastraxan24,Xastraxan24,Россия,RU,epgpw-RU,6714,name,90
Архыз 24,Xarxyz24,Xarxyz24,Россия,RU,epgpw-RU,7598,name,90
Тамыр,Xtamyr,Xtamyr,Россия,RU,epgpw-RU,5966,name,90
Курай,Xkuraj,Xkuraj,Россия,RU,epgpw-RU,7433,name,90
ТКР Рязань,Xtrk-ryazan,Xtrk-ryazan,Россия,RU,epgpw-RU,6244,name,90
TV Губерния,Xtv-guberniya,Xtv-guberniya,Россия,RU,epgpw-RU,5912,name,90
Ника ТВ,Xnika-tv,Xnika-tv,Россия,RU,epgpw-RU,7220,name,90
Осетия-Ирыстон,Xosetia-iryston,Xosetia-iryston,Россия,RU,epgpw-RU,450823,name,90
НТМ,Xntm,Xntm,Россия,RU,epgpw-RU,5930,name,90
Открытый мир,Xotkryty-mir,Xotkryty-mir,Россия,RU,epgpw-RU,6469,name,90
Первый Ярославский,Xpervy-yaroslavsky,Xpervy-yaroslavsky,Россия,RU,epgpw-RU,7210,name,90
МТВ Волгоград,Xmtv-volgograd,Xmtv-volgograd,Россия,RU,epgpw-RU,6072,name,90
Аист,Xaist,Xaist,Россия,RU,epgpw-RU,5982,name,90
12 канал Омск,X12-omsk,X12-omsk,Россия,RU,epgpw-RU,5969,name,90
Катунь 24,Xkatun-24,Xkatun-24,Россия,RU,epgpw-RU,6646,name,90
Енисей регион,Xenisey-region,Xenisey-region,Россия,RU,epgpw-RU,7682,name,90
С1 Сургут,Xs1-surgut,Xs1-surgut,Россия,RU,epgpw-RU,7201,name,90
86 Сургут,X86-surgut,X86-surgut,Россия,RU,epgpw-RU,7060,name,90
Волга,Xvolga,Xvolga,Россия,RU,epgpw-RU,7403,name,90
Колыма-Плюс,Xkolyma-plus,Xkolyma-plus,Россия,RU,epgpw-RU,6214,name,90
БСТ,Xbst,Xbst,Россия,RU,epgpw-RU,5980,name,90
NEXT-TV,Xnext-tv,Xnext-tv,Россия,RU,epgpw-RU,7137,name,90
Мордовия 24,Xmordovia-24,Xmordovia-24,Россия,RU,epgpw-RU,14383,name,90
НТРК Ингушетия,Xntrk-ingushetia,Xntrk-ingushetia,Россия,RU,epgpw-RU,525604,name,90
Брянская Губерния,Xbrianskaya-gubernia,Xbrianskaya-gubernia,Россия,RU,epgpw-RU,6954,name,90
Экспресс,Xexpress,Xexpress,Россия,RU,epgpw-RU,7084,name,90
РГВК Дагестан,Xrgvk-dagestan,Xrgvk-dagestan,Россия,RU,epgpw-RU,6287,name,90
Грозный,Xgrozny,Xgrozny,Россия,RU,epgpw-RU,564360,name,90
Евразия,Xevrasia,Xevrasia,Россия,RU,epgpw-RU,6292,name,90
НТС Иркутск,Xnts-irkutsk,Xnts-irkutsk,Россия,RU,epgpw-RU,6703,name,90
ТВ-ИН (Магнитогорск),Xtv-in,Xtv-in,Россия,RU,epgpw-RU,402218,name,90
Алмазный край,Xalmazny-kray,Xalmazny-kray,Россия,RU,epgpw-RU,5932,name,90
Новый век (Тамбов),Xnovy-vek-tambov,Xnovy-vek-tambov,Россия,RU,epgpw-RU,489584,name,90
Салям,Xsalam,Xsalam,Россия,RU,epgpw-RU,409378,name,90
Дзержинск ТВ,Xdzenzhinsk-tv,Xdzenzhinsk-tv,Россия,RU,epgpw-RU,6069,name,90
Якутия 24,Xyakutia24,Xyakutia24,Россия,RU,epgpw-RU,6247,name,90
Прима,Xprima,Xprima,Россия,RU,epgpw-RU,6414,name,90
Тивиком HD,Xtivikom,Xtivikom,Россия,RU,epgpw-RU,7170,name,90
АСТВ Южно-Сахалинск,Xastvus,Xastvus,Россия,RU,epgpw-RU,528000,name,90
Майдан,Xmaydan,Xmaydan,Россия,RU,epgpw-RU,414530,name,90
Теледом HD,Xteledom,Xteledom,Россия,RU,epgpw-RU,6838,name,90
Shopping Live,X	shopping-live,X	shopping-live,Россия,RU,epgpw-RU,5859,name,90
Самотлор (Нижневартовск),Xsamotlor-nv,Xsamotlor-nv,Россия,RU,epgpw-RU,6595,name,90
Premiere HD 3,Xpremierehd3,Xpremierehd3,Кино,,epgpw-RU,494088,name,90
Kinowood,Xkinowood,Xkinowood,Кино,,epgpw-RU,7475,name,90
Детское Кино International,,556731,Кино,,epgpw-RU,556731,name,90
Кино 1 international,,472377,Кино,,epgpw-RU,472377,name,90
Киносезон,,7782,Кино,,epgpw-RU,7782,name,90
Среда,,559839,Кино,,epgpw-RU,559839,name,90
Мосфильм. Золотая коллекция,Xmosfilm,Xmosfilm,Кино,,epgpw-RU,6873,name,90
Cinema,Xcinema-ru,Xcinema-ru,Кино,,epgpw-RU,7629,name,90
ТВ3,Xtv3-ru,Xtv3-ru,Кино,,epgpw-RU,7657,name,90
Shot TV,Xshot-tv,Xshot-tv,Кино,,epgpw-RU,6233,name,90
Смотрим 100% Классика,,537983,Кино,,epgpw-RU,537983,name,90
Смотрим 100% Любовь,,537952,Кино,,epgpw-RU,537952,name,90
Смотрим 100% Факты,,537949,Кино,,epgpw-RU,537949,name,90
Смотрим 100% Мужское,,537968,Кино,,epgpw-RU,537968,name,90
Смотрим 100% Праздник,,537944,Кино,,epgpw-RU,537944,name,90
Смотрим 100% Детское,,537974,Кино,,epgpw-RU,537974,name,90
Военное кино,,6378,Кино,,epgpw-RU,6378,name,90
ТСВ,Xtcb,Xtcb,Кино,,epgpw-RU,560093,name,90
Movify Series,Xmovify-series,Xmovify-series,Кино,,epgpw-RU,419308,name,90
BCU Кинозал Premiere 1 HD,Xbcu-kinozal-prem-1,Xbcu-kinozal-prem-1,Кинозалы,,epgpw-RU,6605,name,90
BCU Кинозал Premiere 2 HD,Xbcu-kinozal-prem-2,Xbcu-kinozal-prem-2,Кинозалы,,epgpw-RU,454087,name,90
BCU Кинозал Premiere 3 HD,Xbcu-kinozal-prem-3,Xbcu-kinozal-prem-3,Кинозалы,,epgpw-RU,532278,name,90
BCU Ruserial HD,Xbcu-ruserial,Xbcu-ruserial,Кинозалы,,epgpw-RU,556148,name,90
VeleS Криминальный,veles-criminal,veles-criminal,Кинозалы,,epgpw-RU,563353,name,90
VeleS Аниме,veles-anime,veles-anime,Кинозалы,,epgpw-RU,563349,name,90
VeleS Гоблин,veles-goblin,veles-goblin,Кинозалы,,epgpw-RU,563363,name,90
VeleS Киноплёнка,veles-kinoplenka,veles-kinoplenka,Кинозалы,,epgpw-RU,563346,name,90
VeleS Dj Set,veles-djset,veles-djset,Кинозалы,,epgpw-RU,563352,name,90
TvBoom.ViP,,474820,Кинозалы,,epgpw-RU,474820,name,90
CineMan Глухарь + Карпов,Xcineman-gluhar,Xcineman-gluhar,Кинозалы,,epgpw-RU,85474,name,90
TVPlay Indian Cinema,,475481,Кинозалы,,epgpw-RU,475481,name,90
TVPlay Авторский перевод HD,,475473,Кинозалы,,epgpw-RU,475473,name,90
TVPlay АЛЬФ,,475468,Кинозалы,,epgpw-RU,475468,name,90
TVPlay Лихие 90е Сериал,,554884,Кинозалы,,epgpw-RU,554884,name,90
Velilla TV Счастливы вместе,velillahappytogether,velillahappytogether,Кинозалы,,epgpw-RU,440198,name,90
Velilla TV Новогодний,velillanewyear,velillanewyear,Кинозалы,,epgpw-RU,537445,name,90
Bear TV МегаКадр RU UHD,000101_MegaKadr,000101_MegaKadr,Кино 4K,,epgpw-RU,564971,name,90
Bear TV Золотой Экран RU UHD,000102_GoldenScreen,000102_GoldenScreen,Кино 4K,,epgpw-RU,564932,name,90
Bear TV КиноВремя RU UHD,000104_KinoTime,000104_KinoTime,Кино 4K,,epgpw-RU,564920,name,90
Bear TV КиноМир RU UHD,000105_SerialWorld,000105_SerialWorld,Кино 4K,,epgpw-RU,565039,name,90
Bear TV Хитовый Экран RU UHD,000109_SerialHit,000109_SerialHit,Кино 4K,,epgpw-RU,565046,name,90
Bear TV Фильмонавт RU UHD,000110_Filmonavt,000110_Filmonavt,Кино 4K,,epgpw-RU,564980,name,90
Bear TV КиноГоризонт RU UHD,000113_KinoHorizon,000113_KinoHorizon,Кино 4K,,epgpw-RU,565019,name,90
Bear TV Сюжет ТВ RU UHD,000115_SyuzhetTV,000115_SyuzhetTV,Кино 4K,,epgpw-RU,564926,name,90
Bear TV Кадр Плюс RU UHD,000116_KadrPlus,000116_KadrPlus,Кино 4K,,epgpw-RU,565038,name,90
Bear TV КиноПульс RU UHD,000117_KinoPulse,000117_KinoPulse,Кино 4K,,epgpw-RU,564949,name,90
Bear TV Экран 24 RU UHD,000121_Ekran24,000121_Ekran24,Кино 4K,,epgpw-RU,565008,name,90
Bear TV Ночной Сеанс RU UHD,000130_NightSeans,000130_NightSeans,Кино 4K,,epgpw-RU,565047,name,90
Bear TV Премьера Live RU UHD,000131_PremiereLive,000131_PremiereLive,Кино 4K,,epgpw-RU,564993,name,90
Bear TV КиноМаршрут RU UHD,000132_KinoMarshrut,000132_KinoMarshrut,Кино 4K,,epgpw-RU,565052,name,90
Bear TV Легенды Экрана RU UHD,000133_LegendsEkrana,000133_LegendsEkrana,Кино 4K,,epgpw-RU,565080,name,90
Bear TV КиноВолна RU UHD,000135_MovieWave,000135_MovieWave,Кино 4K,,epgpw-RU,564959,name,90
Bear TV КиноОрбита RU UHD,000137_CinemaOrbit,000137_CinemaOrbit,Кино 4K,,epgpw-RU,564911,name,90
Bear TV Галактика Кино RU UHD,000139_FilmGalaxy,000139_FilmGalaxy,Кино 4K,,epgpw-RU,565034,name,90
Bear TV КиноСфера RU UHD,000141_KinoSphere,000141_KinoSphere,Кино 4K,,epgpw-RU,564909,name,90
Bear TV КиноДрайв RU UHD,000143_KinoDrive,000143_KinoDrive,Кино 4K,,epgpw-RU,564967,name,90
Bear TV Блокбастер ТВ RU UHD,000144_BlockbusterTV,000144_BlockbusterTV,Кино 4K,,epgpw-RU,565030,name,90
Bear TV Фильм Канал RU UHD,000199_FilmKanal,000199_FilmKanal,Кино 4K,,epgpw-RU,564988,name,90
Bear TV КиноЛиния RU UHD,000201_KinoLine,000201_KinoLine,Кино 4K,,epgpw-RU,565018,name,90
Bear TV КиноЗвезда RU UHD,000202_MovieStar,000202_MovieStar,Кино 4K,,epgpw-RU,565070,name,90
Bear TV КиноАрена RU UHD,000203_KinoArena,000203_KinoArena,Кино 4K,,epgpw-RU,565072,name,90
Bear TV Экран Будущего RU UHD,000204_EkranFuture,000204_EkranFuture,Кино 4K,,epgpw-RU,565066,name,90
Bear TV Кино Нова RU UHD,000205_CinemaNova,000205_CinemaNova,Кино 4K,,epgpw-RU,564943,name,90
Bear TV КиноФокус RU UHD,000206_KinoFocus,000206_KinoFocus,Кино 4K,,epgpw-RU,565022,name,90
Bear TV ФильмПоток RU UHD,000207_FilmPotok,000207_FilmPotok,Кино 4K,,epgpw-RU,565076,name,90
Bear TV КиноМикс RU UHD,000208_KinoMix,000208_KinoMix,Кино 4K,,epgpw-RU,564933,name,90
Bear TV КиноКлассика RU UHD,000209_KinoClassic,000209_KinoClassic,Кино 4K,,epgpw-RU,564950,name,90
Bear TV СуперСеанс RU UHD,000210_SuperSeans,000210_SuperSeans,Кино 4K,,epgpw-RU,564908,name,90
Bear TV КиноДом RU UHD,000211_HDKinoDom,000211_HDKinoDom,Кино 4K,,epgpw-RU,565058,name,90
Bear TV КиноПланета RU UHD,000212_KinoPlanet,000212_KinoPlanet,Кино 4K,,epgpw-RU,565073,name,90
Bear TV КиноНочь RU UHD,000213_MovieNight,000213_MovieNight,Кино 4K,,epgpw-RU,564912,name,90
Bear TV КиноПортал RU UHD,000214_KinoPortal,000214_KinoPortal,Кино 4K,,epgpw-RU,564935,name,90
Bear TV Экран Премиум RU UHD,000215_EkranPremium,000215_EkranPremium,Кино 4K,,epgpw-RU,564969,name,90
Bear TV КиноСвет RU UHD,000216_KinoSvet,000216_KinoSvet,Кино 4K,,epgpw-RU,565060,name,90
Bear TV ФильмЭкспресс RU UHD,000217_FilmExpress,000217_FilmExpress,Кино 4K,,epgpw-RU,564997,name,90
Bear TV Парк Кино RU UHD,000218_SerialPark,000218_SerialPark,Кино 4K,,epgpw-RU,565087,name,90
Bear TV Время Кино RU UHD,000219_CinemaTime,000219_CinemaTime,Кино 4K,,epgpw-RU,565042,name,90
Bear TV КиноМаяк RU UHD,000220_KinoMayak,000220_KinoMayak,Кино 4K,,epgpw-RU,564999,name,90
Bear TV КиноБаза RU UHD,000221_KinoBaza,000221_KinoBaza,Кино 4K,,epgpw-RU,565036,name,90
Bear TV ФильмЗона RU UHD,000222_FilmZone,000222_FilmZone,Кино 4K,,epgpw-RU,565045,name,90
Bear TV КиноИмперия RU UHD,000223_KinoEmpire,000223_KinoEmpire,Кино 4K,,epgpw-RU,565017,name,90
Bear TV Экран Хит RU UHD,000224_EkranHit,000224_EkranHit,Кино 4K,,epgpw-RU,565024,name,90
Bear TV Линия Кино RU UHD,000225_MovieLine,000225_MovieLine,Кино 4K,,epgpw-RU,564907,name,90
Bear TV КиноРитм RU UHD,000226_KinoRhythm,000226_KinoRhythm,Кино 4K,,epgpw-RU,565044,name,90
Bear TV Сеанс 24/7 RU UHD,000227_Seans247,000227_Seans247,Кино 4K,,epgpw-RU,564941,name,90
Bear TV Киномания RU UHD,009999_KinoMania,009999_KinoMania,Кино 4K,,epgpw-RU,565000,name,90
Megogo Футбол 2 HD,Xmegogo-football-2,Xmegogo-football-2,Спорт,,epgpw-RU,6725,name,90
Megogo Футбол 3 HD,Xmegogo-football-3,Xmegogo-football-3,Спорт,,epgpw-RU,7540,name,90
Megogo Футбол 4 HD,Xmegogo-football-4,Xmegogo-football-4,Спорт,,epgpw-RU,562168,name,90
Megogo Футбол 5 HD,Xmegogo-football-5,Xmegogo-football-5,Спорт,,epgpw-RU,562028,name,90
Megogo Гонг,Xmegogo-gong,Xmegogo-gong,Спорт,,epgpw-RU,6454,name,90
DiviSport,Xdivisport,Xdivisport,Спорт,,epgpw-RU,128532,name,90
Dynamo Kyiv TV,Xdynamo-kyiv-tv,Xdynamo-kyiv-tv,Спорт,,epgpw-RU,6910,name,90
Футбол,Xfootball-ru,Xfootball-ru,Спорт,,epgpw-RU,7573,name,90
Футбол HD,Xfootball-ru,Xfootball-ru,Спорт,,epgpw-RU,7573,name,90
Окко Спорт HD,Xokko-sport,Xokko-sport,Спорт,,epgpw-RU,6698,name,90
Окко Футбол HD,Xokko-football,Xokko-football,Спорт,,epgpw-RU,387776,name,90
Окко.Прайм Спорт,Xokko-sport-2,Xokko-sport-2,Спорт,,epgpw-RU,428603,name,90
Старт Триумф HD,Xstart-triumf,Xstart-triumf,Спорт,,epgpw-RU,366052,name,90
Старт HD,Xstart,Xstart,Спорт,,epgpw-RU,368872,name,90
Хоккейный,Xxokkejny,Xxokkejny,Спорт,,epgpw-RU,366019,name,90
NBA TV,Xnba-tv,Xnba-tv,Спорт,,epgpw-RU,540046,name,90
Мир Баскетбола,Xmir-basketbola,Xmir-basketbola,Спорт,,epgpw-RU,5808,name,90
Русский Экстрим,Xrussky-ekstrim,Xrussky-ekstrim,Спорт,,epgpw-RU,7485,name,90
Точка отрыва,Xtochka-otryva,Xtochka-otryva,Спорт,,epgpw-RU,6359,name,90
MAINCAST SPORT,Xmaincast-sport,Xmaincast-sport,Спорт,,epgpw-RU,472376,name,90
BOX Be ON Edge HD,Xbox-beonedge,Xbox-beonedge,Спорт,,epgpw-RU,559661,name,90
BOX Be ON Edge 1 Live HD,Xbox-beonedge1live,Xbox-beonedge1live,Спорт,,epgpw-RU,559662,name,90
BOX Be ON Edge 2 Live HD,Xbox-beonedge2live,Xbox-beonedge2live,Спорт,,epgpw-RU,559644,name,90
Box Sport 11 Live 4K,,422889,Спорт,,epgpw-RU,422889,name,90
Diema Sport 2 HD,Xdiema-sport-2,Xdiema-sport-2,Спорт,,epgpw-RU,535981,name,90
Diema Sport 3 HD,Xdiema-sport-3,Xdiema-sport-3,Спорт,,epgpw-RU,535980,name,90
M+ Deportes ES,,406569,Спорт,,epgpw-RU,406569,name,90
M+ Deportes 2 ES,,444572,Спорт,,epgpw-RU,444572,name,90
M+ Deportes 3 ES,,444548,Спорт,,epgpw-RU,444548,name,90
M+ Deportes 4 ES,,444556,Спорт,,epgpw-RU,444556,name,90
Arena Premium 1 HD,,381833,Спорт,,epgpw-RU,381833,name,90
Arena Premium 2 HD,,381835,Спорт,,epgpw-RU,381835,name,90
Arena Premium 3 HD,,381834,Спорт,,epgpw-RU,381834,name,90
Arena Fight,,370737,Спорт,,epgpw-RU,370737,name,90
V Sport Ultra HD,Xv-sport-ultrahd,Xv-sport-ultrahd,Спорт,,epgpw-RU,480584,name,90
HD Life,Xhd-life,Xhd-life,Познавательные,,epgpw-RU,6092,name,90
Viju Nature HD,Xviasat-nature,Xviasat-nature,Познавательные,,epgpw-RU,6879,name,90
Viju+ Planet HD,Xviasat-nature-history-hd,Xviasat-nature-history-hd,Познавательные,,epgpw-RU,7053,name,90
H2 HD,Xh2,Xh2,Познавательные,,epgpw-RU,7772,name,90
The Explorers,Xthe-explorers,Xthe-explorers,Познавательные,,epgpw-RU,43438,name,90
Рыбалка HD,Xrybalka,Xrybalka,Познавательные,,epgpw-RU,7279,name,90
Наука,Xnauka,Xnauka,Познавательные,,epgpw-RU,5810,name,90
Nautical Channel,Xnautical-channel,Xnautical-channel,Познавательные,,epgpw-RU,544796,name,90
RTG TV,Xrtg-tv,Xrtg-tv,Познавательные,,epgpw-RU,5981,name,90
Gulli,Xgulli-girl,Xgulli-girl,Детские,,epgpw-RU,5789,name,90
Baby TV,Xbaby-tv,Xbaby-tv,Детские,,epgpw-RU,34982,name,90
Cartoon Classics,Xcartoon-classics,Xcartoon-classics,Детские,,epgpw-RU,184790,name,90
Пингвин Лоло,Xpingvin-lolo,Xpingvin-lolo,Детские,,epgpw-RU,560028,name,90
Умка,Xumka,Xumka,Детские,,epgpw-RU,558963,name,90
Пиксель HD,Xpixel,Xpixel,Детские,,epgpw-RU,7466,name,90
Пиксель,Xpixel,Xpixel,Детские,,epgpw-RU,7466,name,90
Da Vinci Learning,Xda-vinci,Xda-vinci,Детские,,epgpw-RU,6820,name,90
Детское кино HD,Xdetskoe-kino,Xdetskoe-kino,Детские,,epgpw-RU,6785,name,90
ТипТоп HD,Xtiptop,Xtiptop,Детские,,epgpw-RU,376571,name,90
Lale,xlale,xlale,Детские,,epgpw-RU,7601,name,90
Зал суда,Xzal-suda,Xzal-suda,Разное,,epgpw-RU,5985,name,90
Бобер,Xbobior,Xbobior,Разное,,epgpw-RU,7397,name,90
8 канал,X8kanal-eu,X8kanal-eu,Разное,,epgpw-RU,7205,name,90
FoodTime,Xeda-hd,Xeda-hd,Разное,,epgpw-RU,5917,name,90
Первый вегетарианский,Xpervy-vegetariansky,Xpervy-vegetariansky,Разное,,epgpw-RU,7278,name,90
Ретро,Xretro-tv,Xretro-tv,Разное,,epgpw-RU,6998,name,90
Три Ангела,Xtri-angela,Xtri-angela,Разное,,epgpw-RU,7630,name,90
EWTN Украина,Xewtn-ua,Xewtn-ua,Разное,,epgpw-RU,244992,name,90
CNBC,Xcnbc-europe,Xcnbc-europe,Новости,,epgpw-RU,7574,name,90
Bloomberg,Xbloomberg,Xbloomberg,Новости,,epgpw-RU,6110,name,90
Мир 24,Xmir-24,Xmir-24,Новости,,epgpw-RU,7101,name,90
France 24,Xfrance-24,Xfrance-24,Новости,,epgpw-RU,6084,name,90
Дождь,Xdozhd,Xdozhd,Новости,,epgpw-RU,6042,name,90
OstWest,Xostwest,Xostwest,Новости,,epgpw-RU,181616,name,90
OstWest24,Xostwest24,Xostwest24,Новости,,epgpw-RU,227471,name,90
Европа Плюс ТВ,Xeuropa-plus-tv,Xeuropa-plus-tv,Музыкальные,,epgpw-RU,7364,name,90
Trace Urban HD,Xtrace-urban,Xtrace-urban,Музыкальные,,epgpw-RU,6035,name,90
Classic Music HD,Xclassic-music,Xclassic-music,Музыкальные,,epgpw-RU,7655,name,90
О2ТВ,Xo2tv,Xo2tv,Музыкальные,,epgpw-RU,5779,name,90
MCM Top,Xmcm-top,Xmcm-top,Музыкальные,,epgpw-RU,5906,name,90
Матур ТВ,Xmatur-tv,Xmatur-tv,Музыкальные,,epgpw-RU,7520,name,90
4Fun Kids,X4fun-gold,X4fun-gold,Музыкальные,,epgpw-RU,6851,name,90
4Fun Dance,X4fun-dance,X4fun-dance,Музыкальные,,epgpw-RU,6604,name,90
Eska TV HD,Xeskatv,Xeskatv,Музыкальные,,epgpw-RU,7493,name,90
Eska Rock TV HD,Xeskatv-rock,Xeskatv-rock,Музыкальные,,epgpw-RU,7532,name,90
1HD Music,,561864,Музыкальные,,epgpw-RU,561864,name,90
Music Box Dance,,532259,Музыкальные,,epgpw-RU,532259,name,90
Music Box Classic,,532316,Музыкальные,,epgpw-RU,532316,name,90
Music Box Hits,,532215,Музыкальные,,epgpw-RU,532215,name,90
Music Box Sexy,,532319,Музыкальные,,epgpw-RU,532319,name,90
Vantage Music,Xvantage-music,Xvantage-music,Музыкальные,,epgpw-RU,545221,name,90
Vantage Classic,Xvantage-classic,Xvantage-classic,Музыкальные,,epgpw-RU,545225,name,90
RTL UHD,Xrtl,Xrtl,Германия,DE,epgpw-DE,76740,name-region,96
Sky Sport Golf HD,Xsky-sports-golf,Xsky-sports-golf,Германия,DE,epgpw-DE,10645,name-region,96
Sky Sport Premier League,X10880,X10880,Германия,DE,epgpw-DE,438445,name-region,96
Sportdigital FUSSBALL HD,,438441,Германия,DE,epgpw-DE,438441,name-region,96
Sky Replay,X10635,X10635,Германия,DE,epgpw-DE,562033,name-region,96
SAT.1 emotions HD,Xtnt-serie-de,Xtnt-serie-de,Германия,DE,epgpw-DE,76769,name,90
Sky Cinema Family HD,Xsky-cinema-family,Xsky-cinema-family,Германия,DE,epgpw-DE,438465,name-region,96
Sky Cinema Action HD,Xsky-cinema-action,Xsky-cinema-action,Германия,DE,epgpw-DE,438458,name-region,96
Sky Cinema Classics HD,Xsky-cinema,Xsky-cinema,Германия,DE,epgpw-DE,438459,name-region,96
Kabel Eins HD,Xkabel-1,Xkabel-1,Германия,DE,epgpw-DE,76792,name,90
tagesschau24 HD,,76696,Германия,DE,epgpw-DE,76696,name,90
Premier Sports 1 HD,Xpremier-sports-1,Xpremier-sports-1,Спорт,,epgpw-GB,219100,name,90
Premier Sports 2 HD,Xpremier-sports-2,Xpremier-sports-2,Спорт,,epgpw-GB,219104,name,90
TNT Sports 4 HD,,400478,Спорт,,epgpw-GB,400478,name,90
Sky Cinema Hits HD,,454796,UK,GB,epgpw-GB,454796,name-region,96
Sky Documentaries HD,,454797,UK,GB,epgpw-GB,454797,name-region,96
Sky History HD,,12272,UK,GB,epgpw-GB,12272,name-region,96
NHL Network,Xnhl-network-us,Xnhl-network-us,Спорт,,epgpw-US,465348,name,90
Adult Swim,,470749,Канада,CA,epgpw-CA,470749,name,90
ТНТ International HD,Xtnt-int-cis,Xtnt-int-cis,Россия,RU,epgone-ru2,5692,name,90
РБК-ТВ,Xrbk,Xrbk,Россия,RU,epgone-ru2,743,name,90
1+1 International HD,X1plus1-int,X1plus1-int,Украинские,UA,epgone-ru2,8897,name,90
Наше Мужское HD,Xnashe-muzhskoe,Xnashe-muzhskoe,Кино,,epgone-ru2,2835,name,90
Хит HD,Xkhit,Xkhit,Кино,,epgone-ru2,2833,name,90
