playlist_name,playlist_tvg_id,output_tvg_id,group,region,source,source_id,method,confidence
.red SD,Xsony-enter,Xsony-enter,Кино,,openbox-tsd,red,name,90
.red HD,Xsony-tv,Xsony-tv,Кино,,openbox-tsd,red,name,90
AMC,Xamc,Xamc,Кино,,openbox-tsd,amc,name,90
Premiere HD 1,Xpremierehd1,Xpremierehd1,Кино,,openbox-tsd,premiere-hd-1,name,90
Premiere HD 4,Xpremierehd4,Xpremierehd4,Кино,,openbox-tsd,premiere-hd-4,name,90
Bollywood HD,Xbollywood-hd,Xbollywood-hd,Кино,,openbox-tsd,bollywood,name,90
Hollywood HD,Xhollywood-hd,hollywood-hd,Кино,,openbox-tsd,hollywood-hd,alias,100
TV XXI,Xtvxxi,Xtvxxi,Кино,,openbox-tsd,tv-21,name,90
Epic,Xepic,Xepic,Кино,,openbox-tsd,epic,name,90
НТВ Сериал,Xntv-serial,Xntv-serial,Кино,,openbox-tsd,ntv-serial,name,90
НТВ Хит,Xntv-xit,Xntv-xit,Кино,,openbox-tsd,ntv-hit,name,90
Киносат,Xkinosat,Xkinosat,Кино,,openbox-tsd,kinosat,name,90
Кино ТВ HD,Xkino-tv,Xkino-tv,Кино,,openbox-tsd,kino-tv,name,90
Cine+ HD,Xcine-plus,Xcine-plus,Кино,,openbox-tsd,cine-plus,name,90
Cine+ Hit HD,Xcine-plus-hit-hd,Xcine-plus-hit-hd,Кино,,openbox-tsd,cine-plus-hit,name,90
Cine+ Legend,Xcine-plus-ledend,Xcine-plus-ledend,Кино,,openbox-tsd,cine-plus-legend,name,90
Твоє Кіно Хіт,Xtvoje-kino-xit,Xtvoje-kino-xit,Кино,,openbox-tsd,tvoe-kino-hit,name,90
Твоє Кіно Action,Xtvoje-kino-action,Xtvoje-kino-action,Кино,,openbox-tsd,tvoe-kino-action,name,90
Твоє Кіно Relax,Xtvoje-kino-relax,Xtvoje-kino-relax,Кино,,openbox-tsd,tvoe-kino-relax,name,90
4ever Theater HD,X4ever-theater,X4ever-theater,Кино,,openbox-tsd,4ever-theater,alias,100
4ever Cinema HD,X4ever-cinema,X4ever-cinema,Кино,,openbox-tsd,4ever-cinema,alias,100
4ever Drama HD,X4ever-drama,X4ever-drama,Кино,,openbox-tsd,4ever-drama,alias,100
FilmUA Drama,Xfilmua-drama,Xfilmua-drama,Кино,,openbox-tsd,filmua-drama,name,90
Тайна,,tayna,Кино,,openbox-tsd,tayna,name,90
Киноман,,kinosat,Кино,,openbox-tsd,kinosat,name,90
DetectiveJam,Xdetectivejam,Xdetectivejam,Кино,,openbox-tsd,detectivejam,name,90
FamilyJam,Xfamilyjam,Xfamilyjam,Кино,,openbox-tsd,familyjam,name,90
FilmBox,Xfilmbox-ru,Xfilmbox-ru,Кино,,openbox-tsd,filmbox,name,90
FilmBox Arthouse,Xfilmbox-arthouse,Xfilmbox-arthouse,Кино,,openbox-tsd,filmbox-arthouse,name,90
Дорама,Xdorama,Xdorama,Кино,,openbox-tsd,dorama,name,90
Дорама HD,Xdorama,Xdorama,Кино,,openbox-tsd,dorama,name,90
Bolt HD,Xbolt-ru,Xbolt-ru,Кино,,openbox-tsd,bolt-ru,name,90
KinoLiving HD,Xkinoliving,Xkinoliving,Кино,,openbox-tsd,kinoliving,name,90
Kinosweet,Xkinosweet,Xkinosweet,Кино,,openbox-tsd,kinosweet,alias,100
Kino 1,Xkino-1,Xkino-1,Кино,,openbox-tsd,kino-1,name,90
Kino 24,Xkino-24,Xkino-24,Кино,,openbox-tsd,kino-24,name,90
ProKino,Xprokino,Xprokino,Кино,,openbox-tsd,prokino,name,90
Кинеко,Xkineko,Xkineko,Кино,,openbox-tsd,kineko,name,90
Родное кино,Xrodnoe-kino,Xrodnoe-kino,Кино,,openbox-tsd,rodnoe-kino,name,90
Дом Кино,Xdomkino,Xdomkino,Кино,,openbox-tsd,dom-kino,name,90
Дом кино премиум HD,Xdomkino-premium,Xdomkino-premium,Кино,,openbox-tsd,dom-kino-premium,name,90
Еврокино,Xevrokino,Xevrokino,Кино,,openbox-tsd,evrokino,name,90
Русский роман,Xrussky-roman,Xrussky-roman,Кино,,openbox-tsd,russkiy-roman,name,90
Русский Иллюзион,Xrussky-illuzion,Xrussky-illuzion,Кино,,openbox-tsd,russkiy-illyuzion,name,90
Мосфильм HD,Xmosfilm,Xmosfilm,Кино,,openbox-tsd,mosfilm,name,90
Иллюзион +,Xilluzion-plus,Xilluzion-plus,Кино,,openbox-tsd,illyuzion-plus,name,90
Мужское кино,Xmuzhskoe-kino,Xmuzhskoe-kino,Кино,,openbox-tsd,muzhskoe-kino,name,90
Наше новое кино,Xnashe-novoe-kino,Xnashe-novoe-kino,Кино,,openbox-tsd,nashe-novoe-kino,name,90
Победа,Xpobeda,Xpobeda,Кино,,openbox-tsd,pobeda,name,90
День Победы HD,Xdenpobedy,Xdenpobedy,Кино,,openbox-tsd,den-pobedi,name,90
Русский бестселлер,Xrussky-bestseller,Xrussky-bestseller,Кино,,openbox-tsd,russkiy-bestseller,name,90
Русский детектив,Xrussky-detektiv,Xrussky-detektiv,Кино,,openbox-tsd,russkiy-detektiv,name,90
Киномикс,Xkinomiks,Xkinomiks,Кино,,openbox-tsd,kinomiks,name,90
Киносерия,Xkinoseria,Xkinoseria,Кино,,openbox-tsd,kinoseriya,name,90
Любимое кино HD,Xlubimoe-kino,Xlubimoe-kino,Кино,,openbox-tsd,lyubimoe-kino,name,90
Любимое кино,Xlubimoe-kino,Xlubimoe-kino,Кино,,openbox-tsd,lyubimoe-kino,name,90
Мир сериала,Xmir-seriala,Xmir-seriala,Кино,,openbox-tsd,mir-seriala,name,90
Индийское Кино,Xindiyskoe-kino,Xindiyskoe-kino,Кино,,openbox-tsd,indiyskoe-kino,name,90
Феникс+ Кино,Xfeniks-plus-kino,Xfeniks-plus-kino,Кино,,openbox-tsd,feniks-plus-kino,name,90
НСТ,Xnst,Xnst,Кино,,openbox-tsd,nst,name,90
Russian Extreme Ultra HD,Xrussian-extreme-uhd,Xrussian-extreme-uhd,Кино,,openbox-tsd,ultra-rex,name,90
Kino 2 HD,,kino-2,Кино,,openbox-tsd,kino-2,name,90
Патриот,,patriot,Кино,,openbox-tsd,patriot,name,90
Vesna HD,,vesna,Кино,,openbox-tsd,vesna,name,90
BCU Action HD,Xbcu-action,Xbcu-action,Кинозалы,,openbox-tsd,bcu-action,alias,100
BCU Reality HD,Xbcu-reality,Xbcu-reality,Кинозалы,,openbox-tsd,bcu-reality,name,90
BCU FilMystic HD,Xbcu-filmystic,Xbcu-filmystic,Кинозалы,,openbox-tsd,bcu-filmystic,alias,100
BCU Marvel OLD,,bcu-marvel,Кинозалы,,openbox-tsd,bcu-marvel,alias,100
BCU Premiere HD,Xbcu-premiere,Xbcu-premiere,Кинозалы,,openbox-tsd,bcu-premiere,alias,100
BCU Romantic HD,Xbcu-romantic,Xbcu-romantic,Кинозалы,,openbox-tsd,bcu-romantic,name,90
BCU Russia 90s HD,,bcu-russia-90s,Кинозалы,,openbox-tsd,bcu-russia-90s,alias,100
BCU TruMotion HD,Xbcu-trumotion,Xbcu-trumotion,Кинозалы,,openbox-tsd,bcu-trumotion,name,90
BCU Survival HD,Xbcu-survival,Xbcu-survival,Кинозалы,,openbox-tsd,bcu-survival,name,90
BCU СВАТЫ HD,Xbcu-svaty,Xbcu-svaty,Кинозалы,,openbox-tsd,bcu-svati-4k,alias,100
BCU Criminal HD,Xbcu-criminal,Xbcu-criminal,Кинозалы,,openbox-tsd,bcu-criminal,name,90
BCU Premiere 1 HDR,,bcu-premiere-1,Кинозалы,,openbox-tsd,bcu-premiere-1,alias,100
BCU Premiere 2 HDR,,bcu-premiere-2,Кинозалы,,openbox-tsd,bcu-premiere-2,alias,100
BCU Premiere 3 HDR,Xbcu-media-3-hdr,Xbcu-media-3-hdr,Кинозалы,,openbox-tsd,bcu-premiere-3,name,90
BCU Reality OLD,,bcu-reality,Кинозалы,,openbox-tsd,bcu-reality,alias,100
BCU Comedy OLD,,bcu-comedy,Кинозалы,,openbox-tsd,bcu-comedy,alias,100
BCU Survival OLD,,bcu-survival,Кинозалы,,openbox-tsd,bcu-survival,alias,100
BCU Romantic OLD,,bcu-romantic,Кинозалы,,openbox-tsd,bcu-romantic,alias,100
BCU Premiere HDR,,bcu-premiere,Кинозалы,,openbox-tsd,bcu-premiere,alias,100
BCU Action HDR,,bcu-action,Кинозалы,,openbox-tsd,bcu-action,alias,100
BCU FilMystic HDR,,bcu-filmystic,Кинозалы,,openbox-tsd,bcu-filmystic,alias,100
BCUMEDIA_3_HDR,,bcu-media-3,Кинозалы,,openbox-tsd,bcu-media-3,alias,100
BCU_BIOGRAPHY_HDR,,bcu-biography,Кинозалы,,openbox-tsd,bcu-biography,alias,100
VeleS Наше Кино,veles-our-cinema,veles-our-cinema,Кинозалы,,openbox-tsd,veles-nashe-kino,alias,100
VeleS Вестерн,veles-vestern,veles-vestern,Кинозалы,,openbox-tsd,veles-vestern,alias,100
VeleS 60FPS,Xveles-60fps,Xveles-60fps,Кинозалы,,openbox-tsd,veles-60fps,alias,100
VeleS Комедия,veles-comedy,veles-comedy,Кинозалы,,openbox-tsd,veles-komediya,alias,100
VeleS Триллер,veles-triller,veles-triller,Кинозалы,,openbox-tsd,veles-triller,alias,100
VeleS Семейный,veles-family,veles-family,Кинозалы,,openbox-tsd,veles-semeyniy,alias,100
VeleS Киносерия,veles-kinoseries,veles-kinoseries,Кинозалы,,openbox-tsd,veles-kinoseries,alias,100
VeleS Premiere,veles-premiere,veles-premiere,Кинозалы,,openbox-tsd,veles-premiere,alias,100
VeleS Страшное,veles-strashnoe,veles-strashnoe,Кинозалы,,openbox-tsd,veles-strashnoe,alias,100
VeleS СССР,veles-ussr,veles-ussr,Кинозалы,,openbox-tsd,veles-ussr,alias,100
VeleS Kids,veles-kids,veles-kids,Кинозалы,,openbox-tsd,veles-kids,alias,100
Fresh Soviet,Xfresh-soviet,Xfresh-soviet,Кинозалы,,openbox-tsd,fresh-soviet,name,90
Fresh Series,Xfresh-series,Xfresh-series,Кинозалы,,openbox-tsd,fresh-series,name,90
Fresh Fantastic,Xfresh-fantastic,Xfresh-fantastic,Кинозалы,,openbox-tsd,fresh-fantastic,alias,100
Fresh VHS,Xfresh-vhs,Xfresh-vhs,Кинозалы,,openbox-tsd,fresh-vhs,alias,100
Fresh Rating,Xfresh-rating,Xfresh-rating,Кинозалы,,openbox-tsd,fresh-rating,alias,100
Fresh Family,Xfresh-family,Xfresh-family,Кинозалы,,openbox-tsd,fresh-family,alias,100
Fresh Premiere,Xfresh-premiere,Xfresh-premiere,Кинозалы,,openbox-tsd,fresh-premiere,alias,100
Fresh Comedy,Xfresh-comedy,Xfresh-comedy,Кинозалы,,openbox-tsd,fresh-comedy,alias,100
Fresh Kids,Xfresh-kids,Xfresh-kids,Кинозалы,,openbox-tsd,fresh-kids,alias,100
Fresh Cinema,Xfresh-cinema,Xfresh-cinema,Кинозалы,,openbox-tsd,fresh-cinema,alias,100
Fresh Horror,Xfresh-horror,Xfresh-horror,Кинозалы,,openbox-tsd,fresh-horror,alias,100
Fresh Adventure,Xfresh-adventure,Xfresh-adventure,Кинозалы,,openbox-tsd,fresh-adventure,alias,100
Fresh Romantic,Xfresh-romatic,Xfresh-romatic,Кинозалы,,openbox-tsd,fresh-romantic,alias,100
Fresh Russian,Xfresh-russian,Xfresh-russian,Кинозалы,,openbox-tsd,fresh-russian,alias,100
Fresh Thriller,Xfresh-thriller,Xfresh-thriller,Кинозалы,,openbox-tsd,fresh-thriller,alias,100
YOSSO TV Русские фильмы,Xyosso-rusfilm,Xyosso-rusfilm,Кинозалы,,openbox-tsd,yosso-tv-russkie-filmi,name,90
YOSSO TV Советские фильмы,Xyosso-sovfilm,Xyosso-sovfilm,Кинозалы,,openbox-tsd,yosso-tv-sovetskie-filmi,alias,100
YOSSO TV New Кино,Xyosso-newkino,Xyosso-newkino,Кинозалы,,openbox-tsd,yosso-tv-new-kino,name,90
YOSSO TV Трагичное,Xyosso-tragic,Xyosso-tragic,Кинозалы,,openbox-tsd,yosso-tv-tragichnoe,name,90
YOSSO TV Забавное,Xyosso-zabavno,Xyosso-zabavno,Кинозалы,,openbox-tsd,yosso-tv-zabavnoe,name,90
YOSSO TV Ковбойское,Xyosso-cowboy,Xyosso-cowboy,Кинозалы,,openbox-tsd,yosso-tv-kovboyskoe,name,90
YOSSO TV Thriller,Xyosso-thriller,Xyosso-thriller,Кинозалы,,openbox-tsd,yosso-tv-thriller,name,90
MYTV,XMyTVmytv-0,XMyTVmytv-0,Кинозалы,,openbox-tsd,mytv,name,90
MYTV 2,XMyTVmytv2-1,XMyTVmytv2-1,Кинозалы,,openbox-tsd,mytv-2,name,90
MYTV 3,XMyTVmytv3-2,XMyTVmytv3-2,Кинозалы,,openbox-tsd,mytv-3,name,90
MYTV HIT,XMyTVmytvhit-3,XMyTVmytvhit-3,Кинозалы,,openbox-tsd,mytv-hit,name,90
CineMan,Xcineman,Xcineman,Кинозалы,,openbox-tsd,cineman,name,90
CineMan Action,Xcineman-action,Xcineman-action,Кинозалы,,openbox-tsd,cineman-action,name,90
CineMan Комедия,Xcineman-comedy,Xcineman-comedy,Кинозалы,,openbox-tsd,cineman-komediya,name,90
CineMan Катастрофы,Xcineman-katastrofy,Xcineman-katastrofy,Кинозалы,,openbox-tsd,cineman-katastrofi,name,90
CineMan Лесник,Xcineman-lesnik,Xcineman-lesnik,Кинозалы,,openbox-tsd,cineman-lesnik,name,90
CineMan Marvel,Xcineman-marvel,Xcineman-marvel,Кинозалы,,openbox-tsd,cineman-marvel,name,90
CineMan Melodrama,Xcineman-melodrama,Xcineman-melodrama,Кинозалы,,openbox-tsd,cineman-melodrama,name,90
CineMan Ментовские Войны,Xcineman-musw,Xcineman-musw,Кинозалы,,openbox-tsd,cineman-ment-voyni,name,90
CineMan MiniSeries,Xcineman-miniseries,Xcineman-miniseries,Кинозалы,,openbox-tsd,cineman-miniseries,name,90
CineMan Пёс,Xcineman-pes,Xcineman-pes,Кинозалы,,openbox-tsd,cineman-pes,name,90
CineMan Premium,Xcineman-premium,Xcineman-premium,Кинозалы,,openbox-tsd,cineman-premium,name,90
CineMan РуКино,Xcineman-rukino,Xcineman-rukino,Кинозалы,,openbox-tsd,cineman-rukino,name,90
CineMan Дубляж СССР,,cineman-dublyazh-sssr,Кинозалы,,openbox-tsd,cineman-dublyazh-sssr,alias,100
CineMan Симпсоны,Xcineman-simps,Xcineman-simps,Кинозалы,,openbox-tsd,cineman-simpsoni,name,90
CineMan Скорая помощь,Xcineman-skorpom,Xcineman-skorpom,Кинозалы,,openbox-tsd,cineman-skoraya-pomoshch,name,90
CineMan Комедийные сериалы,,cineman-komediynie-seriali,Кинозалы,,openbox-tsd,cineman-komediynie-seriali,alias,100
CineMan Сваты,Xcineman-svaty,Xcineman-svaty,Кинозалы,,openbox-tsd,cineman-svati,name,90
CineMan Thriller,Xcineman-thriller,Xcineman-thriller,Кинозалы,,openbox-tsd,cineman-thriller,name,90
CineMan Top,Xcineman-top,Xcineman-top,Кинозалы,,openbox-tsd,cineman-top,name,90
CineMan Ужасы,Xcineman-uzhasy,Xcineman-uzhasy,Кинозалы,,openbox-tsd,cineman-uzhasi,name,90
CineMan VHS,Xcineman-vhs,Xcineman-vhs,Кинозалы,,openbox-tsd,cineman-vhs,name,90
BCU Biography HDR,Xbcu-biography-hdr,Xbcu-biography-hdr,Кинозалы,,openbox-tsd,bcu-biography,name,90
BOX Hybrid HD,Xbox-hybrid,Xbox-hybrid,Кинозалы,,openbox-tsd,box-hybrid,name,90
BOX Gangster HD,Xbox-gangster,Xbox-gangster,Кинозалы,,openbox-tsd,box-gangster,name,90
BOX Oscar HD,Xbox-oscar,Xbox-oscar,Кинозалы,,openbox-tsd,box-oscar,name,90
BOX Memory HD,Xbox-memory,Xbox-memory,Кинозалы,,openbox-tsd,box-memory,name,90
BOX Game HD,Xbox-game,Xbox-game,Кинозалы,,openbox-tsd,box-game,name,90
BOX Spy HD,Xbox-spy,Xbox-spy,Кинозалы,,openbox-tsd,box-spy,name,90
BOX Western HD,Xbox-western,Xbox-western,Кинозалы,,openbox-tsd,box-western,name,90
BOX Zombie HD,Xbox-zombie,Xbox-zombie,Кинозалы,,openbox-tsd,box-zombie,name,90
BOX Cyber HD,Xbox-cyber,Xbox-cyber,Кинозалы,,openbox-tsd,box-cyber,name,90
BOX Stories HD,Xbox-stories,Xbox-stories,Кинозалы,,openbox-tsd,box-stories,name,90
MM 007 HD,Xminimax-007,Xminimax-007,Кинозалы,,openbox-tsd,mm-007,name,90
MM Flip UHD,Xminimax-flip,Xminimax-flip,Кинозалы,,openbox-tsd,mm-flip-uhd,name,90
MM Honey HD,Xminimax-honey,Xminimax-honey,Кинозалы,,openbox-tsd,mm-honey,name,90
MM Live Planet HD,Xminimax-live-planet,Xminimax-live-planet,Кинозалы,,openbox-tsd,mm-live-planet,name,90
MM NewFilm 1 HD,Xminimax-newfilm1,Xminimax-newfilm1,Кинозалы,,openbox-tsd,mm-newfilm-1,name,90
MM NewFilm 2 HD,Xminimax-newfilm2,Xminimax-newfilm2,Кинозалы,,openbox-tsd,mm-newfilm-2,name,90
MM NewFilm 3 HD,Xminimax-newfilm3,Xminimax-newfilm3,Кинозалы,,openbox-tsd,mm-newfilm-3,name,90
MM NewFilm RU HD,Xminimax-newfilmru,Xminimax-newfilmru,Кинозалы,,openbox-tsd,mm-newfilm-ru,name,90
MM UFO HD,Xminimax-ufo,Xminimax-ufo,Кинозалы,,openbox-tsd,mm-ufo,name,90
MM USSR 1941-1945 HD,Xminimax-ussr-1941-1945,Xminimax-ussr-1941-1945,Кинозалы,,openbox-tsd,mm-ussr-1941-1945,name,90
MM USSR Детектив HD,Xminimax-ussr-detektiv,Xminimax-ussr-detektiv,Кинозалы,,openbox-tsd,mm-ussr-detektiv,name,90
MM USSR Комедия HD,Xminimax-ussr-komedija,Xminimax-ussr-komedija,Кинозалы,,openbox-tsd,mm-ussr-komediya,name,90
MM Боевик HD,Xminimax-boevik,Xminimax-boevik,Кинозалы,,openbox-tsd,mm-boevik,name,90
MM Боевик Classic HD,Xminimax-boevik_classic,Xminimax-boevik_classic,Кинозалы,,openbox-tsd,mm-boevik-classic,name,90
MM Вестерн HD,Xminimax-western,Xminimax-western,Кинозалы,,openbox-tsd,mm-vestern,name,90
MM Затмение HD,Xminimax-zatmenie,Xminimax-zatmenie,Кинозалы,,openbox-tsd,mm-zatmenie,name,90
MM История HD,Xminimax-istorija,Xminimax-istorija,Кинозалы,,openbox-tsd,mm-istoriya,name,90
MM Катастрофа HD,Xminimax-katastrofa,Xminimax-katastrofa,Кинозалы,,openbox-tsd,mm-katastrofa,name,90
MM Киберпанк HD,Xminimax-kiberpunk,Xminimax-kiberpunk,Кинозалы,,openbox-tsd,mm-kiberpank,name,90
MM Комедия Classic HD,Xminimax-comedy_classic,Xminimax-comedy_classic,Кинозалы,,openbox-tsd,mm-komediya-classic,name,90
MM Комедия HD,Xminimax-comedy,Xminimax-comedy,Кинозалы,,openbox-tsd,mm-komediya,name,90
MM Криминал HD,Xminimax-kriminal,Xminimax-kriminal,Кинозалы,,openbox-tsd,mm-kriminal,name,90
MM Крутые 90-е HD,Xminimax-krutie-90-e,Xminimax-krutie-90-e,Кинозалы,,openbox-tsd,mm-krutie-90-e,name,90
MM Кунг-Фу HD,Xminimax-kungfu,Xminimax-kungfu,Кинозалы,,openbox-tsd,mm-kung-fu,name,90
MM Мифология HD,Xminimax-mifologija,Xminimax-mifologija,Кинозалы,,openbox-tsd,mm-mifologiya,name,90
MM Нуар HD,Xminimax-nuar,Xminimax-nuar,Кинозалы,,openbox-tsd,mm-nuar,name,90
MM Погружение HD,Xminimax-pogrujenie,Xminimax-pogrujenie,Кинозалы,,openbox-tsd,mm-pogruzhenie,name,90
MM Приключения HD,Xminimax-prikluchenija,Xminimax-prikluchenija,Кинозалы,,openbox-tsd,mm-priklyucheniya,name,90
MM Роскино HD,Xminimax-roskino,Xminimax-roskino,Кинозалы,,openbox-tsd,mm-roskino,name,90
MM Сваты HD,Xminimax-svati,Xminimax-svati,Кинозалы,,openbox-tsd,mm-svati,name,90
MM Семейный 1 HD,Xminimax-family1,Xminimax-family1,Кинозалы,,openbox-tsd,mm-semeyniy-1,name,90
MM Семейный 2 HD,Xminimax-family2,Xminimax-family2,Кинозалы,,openbox-tsd,mm-semeyniy-2,name,90
MM Ситком HD,Xminimax-sitkom,Xminimax-sitkom,Кинозалы,,openbox-tsd,mm-sitkom,name,90
MM Ситком 2.0 HD,Xminimax-sitkom20,Xminimax-sitkom20,Кинозалы,,openbox-tsd,mm-sitkom-2-0,name,90
MM Скорость HD,Xminimax-skorost,Xminimax-skorost,Кинозалы,,openbox-tsd,mm-skorost,name,90
MM Спорт HD,Xminimax-sport,Xminimax-sport,Кинозалы,,openbox-tsd,mm-sport,name,90
MM Супергерои HD,Xminimax-supergeroi,Xminimax-supergeroi,Кинозалы,,openbox-tsd,mm-supergeroi,name,90
MM Триллер HD,Xminimax-triller,Xminimax-triller,Кинозалы,,openbox-tsd,mm-triller,name,90
MM Ужастик HD,Xminimax-ujastik,Xminimax-ujastik,Кинозалы,,openbox-tsd,mm-uzhastik,name,90
MM Ужасы Classic HD,Xminimax-ujasi-classic,Xminimax-ujasi-classic,Кинозалы,,openbox-tsd,mm-uzhasi-classic,name,90
MM Ужасы HD,Xminimax-ujasi,Xminimax-ujasi,Кинозалы,,openbox-tsd,mm-uzhasi,name,90
MM Фантастика HD,Xminimax-fantastika,Xminimax-fantastika,Кинозалы,,openbox-tsd,mm-fantastika,name,90
MM Фобия HD,Xminimax-fobija,Xminimax-fobija,Кинозалы,,openbox-tsd,mm-fobiya,name,90
MM Celebrity HD,Xminimax-celebrity,Xminimax-celebrity,Кинозалы,,openbox-tsd,mm-celebrity,name,90
MM Classic HD,Xminimax-classic,Xminimax-classic,Кинозалы,,openbox-tsd,mm-classic,name,90
MM Translation HD,Xminimax-translation,Xminimax-translation,Кинозалы,,openbox-tsd,mm-translation,name,90
MM Драма HD,Xminimax-drama,Xminimax-drama,Кинозалы,,openbox-tsd,mm-drama,name,90
MM Микромир HD,Xminimax-micromir,Xminimax-micromir,Кинозалы,,openbox-tsd,mm-mikromir,name,90
MM Макромир HD,Xminimax-makromir,Xminimax-makromir,Кинозалы,,openbox-tsd,mm-makromir,name,90
MM Мегамир HD,Xminimax-megamir,Xminimax-megamir,Кинозалы,,openbox-tsd,mm-megamir,name,90
MS Prisons HD,Xminimax-ms-prisons,Xminimax-ms-prisons,Кинозалы,,openbox-tsd,ms-prisons,name,90
MM Агата Кристи HD,Xminimax-agata,Xminimax-agata,Кинозалы,,openbox-tsd,mm-agata-kristi,name,90
MM Стивен Кинг HD,Xminimax-st-king,Xminimax-st-king,Кинозалы,,openbox-tsd,mm-stiven-king,name,90
CPS Western,,cps-western,Кинозалы,,openbox-tsd,cps-western,alias,100
CPS USSR,,cps-ussr,Кинозалы,,openbox-tsd,cps-ussr,alias,100
CPS Oscar,,cps-oscar,Кинозалы,,openbox-tsd,cps-oscar,alias,100
CPS Jackie Chan,,cps-jackie-chan,Кинозалы,,openbox-tsd,cps-jackie-chan,alias,100
Хіт Бойовик,,hit-boyovik,Кинозалы UA,,openbox-tsd,hit-boyovik,name,90
Хіт Комедія,,hit-komediya,Кинозалы UA,,openbox-tsd,hit-komediya,name,90
Premium Comedy HD,,premium-comedy,Кинозалы UA,,openbox-tsd,premium-comedy,alias,100
Sweet Megahit HD,,sweet-megahit,Кинозалы UA,,openbox-tsd,sweet-megahit,name,90
Premium Action HD,,premium-action,Кинозалы UA,,openbox-tsd,premium-action,alias,100
Action Prime HD,,action-prime,Кинозалы UA,,openbox-tsd,action-prime,alias,100
Cinema Family HD,,cinema-family,Кинозалы UA,,openbox-tsd,cinema-family,name,90
Cinema Megahit HD,,cinema-megahit,Кинозалы UA,,openbox-tsd,cinema-megahit,name,90
Cinema Kinohit HD,,cinema-kinohit,Кинозалы UA,,openbox-tsd,cinema-kinohit,name,90
Cinema Legend HD,,cinema-legend,Кинозалы UA,,openbox-tsd,cinema-legend,name,90
Cinema Prime HD,,cinema-prime,Кинозалы UA,,openbox-tsd,cinema-prime,name,90
Cinema Action HD,,cinema-action,Кинозалы UA,,openbox-tsd,cinema-action,name,90
Cinema Comedy HD,,cinema-comedy,Кинозалы UA,,openbox-tsd,cinema-comedy,name,90
Cinema Fantasy HD,,cinema-fantasy,Кинозалы UA,,openbox-tsd,cinema-fantasy,name,90
Kino Premiere HD,,kino-premiere,Кинозалы UA,,openbox-tsd,kino-premiere,name,90
Kino Action HD,,kino-action,Кинозалы UA,,openbox-tsd,kino-action,name,90
Kino Comedy HD,,kino-comedy,Кинозалы UA,,openbox-tsd,kino-comedy,name,90
Cinema Horrors HD,,cinema-horrors,Кинозалы UA,,openbox-tsd,cinema-horrors,alias,100
BCU Ultra 4K,Xbcu-ultra4k,Xbcu-ultra4k,Кино 4K,,openbox-tsd,bcu-ultra-4k,name,90
BCU Premiere Ultra 4K,Xbcu-premiere-4k,Xbcu-premiere-4k,Кино 4K,,openbox-tsd,bcu-premiere-ultra-4k,name,90
BCU Сваты 4K,,bcu-svati-4k,Кино 4K,,openbox-tsd,bcu-svati-4k,alias,100
Кино UHD 4k,Xkino-ultra-hd,Xkino-ultra-hd,Кино 4K,,openbox-tsd,kino-uhd,name,90
CineMan Relax 4K,Xcineman-relax,Xcineman-relax,Кино 4K,,openbox-tsd,cineman-relax-4k,name,90
BOX Premiere 4K,Xbox-premiere4k,Xbox-premiere4k,Кино 4K,,openbox-tsd,box-premiere-4k,name,90
BOX Remast Plus 4K,Xbox-remast-plus-4k.png,Xbox-remast-plus-4k.png,Кино 4K,,openbox-tsd,box-remastplus-4k,alias,100
YOSSO-4K,Xyosso-4k,Xyosso-4k,Кино 4K,,openbox-tsd,yosso-tv-4k,name,90
Матч! ПРЕМЬЕР,Xmatch-premier,Xmatch-premier,Спорт,,openbox-tsd,match-premer,name,90
Матч Премьер HD,Xmatch-premier,Xmatch-premier,Спорт,,openbox-tsd,match-premer,name,90
Матч Арена,Xmatch-arena,Xmatch-arena,Спорт,,openbox-tsd,match-arena,name,90
Матч! Арена HD,Xmatch-arena,Xmatch-arena,Спорт,,openbox-tsd,match-arena,name,90
Матч! Планета,Xmatch-planeta,Xmatch-planeta,Спорт,,openbox-tsd,match-planeta,name,90
Матч! HD,Xmatch-tv,Xmatch-tv,Спорт,,openbox-tsd,match,name,90
Матч! Боец HD,Xmatch-boets,Xmatch-boets,Спорт,,openbox-tsd,match-boec,name,90
МАТЧ! Страна,Xmatch-nash-sport,Xmatch-nash-sport,Спорт,,openbox-tsd,match-strana,name,90
Матч! Страна HD,Xmatch-nash-sport,Xmatch-nash-sport,Спорт,,openbox-tsd,match-strana,name,90
Матч! Игра,Xmatch-igra,Xmatch-igra,Спорт,,openbox-tsd,match-igra,name,90
Матч! Игра HD,Xmatch-igra,Xmatch-igra,Спорт,,openbox-tsd,match-igra,name,90
Матч! Футбол 1 HD,Xmatch-football1,Xmatch-football1,Спорт,,openbox-tsd,match-futbol-1,name,90
Матч Футбол 1,Xmatch-football1,Xmatch-football1,Спорт,,openbox-tsd,match-futbol-1,name,90
Матч! Футбол 2 HD,Xmatch-football2,Xmatch-football2,Спорт,,openbox-tsd,match-futbol-2,name,90
Матч! Футбол 3 HD,Xmatch-football3,Xmatch-football3,Спорт,,openbox-tsd,match-futbol-3,name,90
Megogo Спорт HD,Xmegogo-sport,Xmegogo-sport,Спорт,,openbox-tsd,megogo-sport,name,90
