playlist_name,group,expected_tvg_id,actual_tvg_id,actual_tvg_name,epg_validated,duplicate_name_count,status
Sport 4 UA,Спорт,,,Sport 4 UA,False,1,ok
NBA TV,Спорт,Xnba-tv,Xnba-tv,NBA TV,True,1,ok
Мир Баскетбола,Спорт,Xmir-basketbola,Xmir-basketbola,Мир Баскетбола,True,1,ok
Мяч,Спорт,Xfootbolny,Xfootbolny,Мяч,True,1,ok
Авто Плюс,Спорт,Xavto-plus,Xavto-plus,Авто Плюс,True,1,ok
Extreme Sports,Спорт,Xextreme-sports,Xextreme-sports,Extreme Sports,True,1,ok
Спортивный,Спорт,Xsportivny,Xsportivny,Спортивный,True,1,ok
UDAR,Спорт,Xufc,Xufc,UDAR,True,1,ok
Живи активно HD,Спорт,Xzhivi-aktivno,Xzhivi-aktivno,Живи активно HD,True,1,ok
UFC ТВ HD,Спорт,ufc,ufc,UFC ТВ HD,True,1,ok
MMA-TV HD,Спорт,m1global,m1global,MMA-TV HD,True,1,ok
Equalympic HD,Спорт,X	no_epg_sport,X	no_epg_sport,Equalympic HD,True,1,ok
Русский Экстрим,Спорт,Xrussky-ekstrim,Xrussky-ekstrim,Русский Экстрим,True,1,ok
Точка отрыва,Спорт,Xtochka-otryva,Xtochka-otryva,Точка отрыва,True,1,ok
Авто 24,Спорт,Xavto24,Xavto24,Авто 24,True,1,ok
Cars & Stars TV HD,Спорт,Xcars-n-stars,Xcars-n-stars,Cars & Stars TV HD,True,1,ok
FightBox,Спорт,Xfightbox-hd,Xfightbox-hd,FightBox,True,1,ok
TRACE Sport Stars,Спорт,Xtrace-sport-stars,Xtrace-sport-stars,TRACE Sport Stars,True,1,ok
Fast&FunBox,Спорт,Xfastfunbox-hd,Xfastfunbox-hd,Fast&FunBox,True,1,ok
MAINCAST SPORT,Спорт,Xmaincast-sport,Xmaincast-sport,MAINCAST SPORT,True,1,ok
Tennis+ HD,Спорт,1889,1889,Tennis+ HD,True,1,ok
UPL.TV HD,Спорт,Xupltv,Xupltv,UPL.TV HD,True,1,ok
УПЛ ТВ 1,Спорт,,Xupltv1,УПЛ ТВ 1,False,1,ok
УПЛ ТВ 2,Спорт,,Xupltv2,УПЛ ТВ 2,False,1,ok
УПЛ ТВ 3,Спорт,,Xupltv3,УПЛ ТВ 3,False,1,ok
QazSport,Спорт,Xkazsport,Xkazsport,QazSport,True,2,ok
Q Arena,Спорт,Xqsport-kz,Xqsport-kz,Q Arena,True,2,ok
Q Sport League,Спорт,Xq-sport-ext,Xq-sport-ext,Q Sport League,True,2,ok
Sport+ Qazaqstan HD,Спорт,Xsport-plus-kz,Xsport-plus-kz,Sport+ Qazaqstan HD,True,2,ok
BOX Sport 1 live HD,Спорт,Xbox-sportcast-live1,Xbox-sportcast-live1,BOX Sport 1 live HD,True,1,ok
BOX Sport 2 live HD,Спорт,Xbox-sportcast-live2,Xbox-sportcast-live2,BOX Sport 2 live HD,True,1,ok
BOX Sport 3 live HD,Спорт,Xbox-sportcast-live3,Xbox-sportcast-live3,BOX Sport 3 live HD,True,1,ok
BOX Sport 4 live HD,Спорт,Xbox-sportcast-live4,Xbox-sportcast-live4,BOX Sport 4 live HD,True,1,ok
BOX Sport 5 live HD,Спорт,Xbox-sportcast-live5,Xbox-sportcast-live5,BOX Sport 5 live HD,True,1,ok
BOX Sport 6 live HD,Спорт,Xbox-sportcast-live6,Xbox-sportcast-live6,BOX Sport 6 live HD,True,1,ok
BOX Sport 7 live HD,Спорт,Xbox-sportcast-live7,Xbox-sportcast-live7,BOX Sport 7 live HD,True,1,ok
BOX Sport 8 live HD,Спорт,Xbox-sportcast-live8,Xbox-sportcast-live8,BOX Sport 8 live HD,True,1,ok
BOX Sport 9 live HD,Спорт,Xbox-sportcast-live9,Xbox-sportcast-live9,BOX Sport 9 live HD,True,1,ok
BOX Sport 10 live 4K,Спорт,box-sport-10-live,box-sport-10-live,BOX Sport 10 live 4K,False,1,no_validated_programme
BeIN Sports 1 HD FR,Спорт,Xbein-sport-1-fr,Xbein-sport-1-fr,BeIN Sports 1 HD FR,False,1,no_validated_programme
BeIN Sports 2 HD FR,Спорт,Xbein-sport-2,Xbein-sport-2,BeIN Sports 2 HD FR,True,1,ok
BeIN Sports 3 HD FR,Спорт,Xbein-sport-3,Xbein-sport-3,BeIN Sports 3 HD FR,True,1,ok
BeIN Sport 4 HD,Спорт,Xbein-sport-4,Xbein-sport-4,BeIN Sport 4 HD,True,1,ok
BeIN Sports Xtra HD,Спорт,Xbein-sports-xtra-us,Xbein-sports-xtra-us,BeIN Sports Xtra HD,False,1,no_validated_programme
TNT Sport 1 HD,Спорт,Xbt-sport1,Xbt-sport1,TNT Sport 1 HD,True,1,ok
TNT Sport 2 HD,Спорт,Xbt-sport2,Xbt-sport2,TNT Sport 2 HD,True,1,ok
TNT Sport 3 HD,Спорт,Xbt-sport3,Xbt-sport3,TNT Sport 3 HD,True,1,ok
Premier Sports 1 HD,Спорт,Xpremier-sports-1,Xpremier-sports-1,Premier Sports 1 HD,True,1,ok
Premier Sports 2 HD,Спорт,Xpremier-sports-2,Xpremier-sports-2,Premier Sports 2 HD,True,1,ok
DAZN 1 DE,Спорт,,,DAZN 1 DE,False,1,ok
DAZN Ring,Спорт,,,DAZN Ring,False,1,ok
DAZN TV,Спорт,,,DAZN TV,False,1,ok
Sky Sports Mix,Спорт,Xsky-sports-mix,Xsky-sports-mix,Sky Sports Mix,True,1,ok
Movistar Formula 1,Спорт,Xno_epg_sport,Xno_epg_sport,Movistar Formula 1,True,1,ok
Fox Sport 1 HD,Спорт,Xno_epg_sport,Xno_epg_sport,Fox Sport 1 HD,True,1,ok
Fox Sport 2 HD,Спорт,Xno_epg_sport,Xno_epg_sport,Fox Sport 2 HD,True,1,ok
Sky Sport Bundesliga HD,Спорт,Xsky-sport-bl1,Xsky-sport-bl1,Sky Sport Bundesliga HD,True,2,ok
Live Sport 1 HD,Спорт,,,Live Sport 1 HD,False,1,ok
Live Sport 2,Спорт,,,Live Sport 2,False,1,ok
Football Live 1,Спорт,,,Football Live 1,False,1,ok
Football Live 2,Спорт,,,Football Live 2,False,1,ok
Football Live 3,Спорт,,,Football Live 3,False,1,ok
Football Live 4,Спорт,,,Football Live 4,False,1,ok
Football Live 5,Спорт,,,Football Live 5,False,1,ok
Football Live 6,Спорт,,,Football Live 6,False,1,ok
Football Live 7,Спорт,,,Football Live 7,False,1,ok
Football Live 8,Спорт,,,Football Live 8,False,1,ok
Football Live 9,Спорт,,,Football Live 9,False,1,ok
Football Live 10,Спорт,,,Football Live 10,False,1,ok
Football Live 11,Спорт,,,Football Live 11,False,1,ok
Football Live 12,Спорт,,,Football Live 12,False,1,ok
Football Live 13,Спорт,,,Football Live 13,False,1,ok
VIP Sport 1,Спорт,,,VIP Sport 1,False,1,ok
VIP Sport 2,Спорт,,,VIP Sport 2,False,1,ok
VIP Sport 3,Спорт,,,VIP Sport 3,False,1,ok
VIP Sport 4,Спорт,,,VIP Sport 4,False,1,ok
VIP Sport 5,Спорт,,,VIP Sport 5,False,1,ok
VIP Sport 6,Спорт,,,VIP Sport 6,False,1,ok
VIP Sport 8,Спорт,,,VIP Sport 8,False,1,ok
VIP Sport 9,Спорт,,,VIP Sport 9,False,1,ok
VIP Sport 10,Спорт,,,VIP Sport 10,False,1,ok
VIP Sport 11,Спорт,,,VIP Sport 11,False,1,ok
VIP Sport 12,Спорт,,,VIP Sport 12,False,1,ok
VIP Sport 13,Спорт,,,VIP Sport 13,False,1,ok
ViP Sport 14,Спорт,,,ViP Sport 14,False,1,ok
ViP Sport 15,Спорт,,,ViP Sport 15,False,1,ok
ViP Sport 16,Спорт,,,ViP Sport 16,False,1,ok
ViP Sport 17,Спорт,,,ViP Sport 17,False,1,ok
betking live 1,Спорт,,,betking live 1,False,1,ok
betking live 2,Спорт,,,betking live 2,False,1,ok
Betking Live 3,Спорт,,,Betking Live 3,False,1,ok
Fint Ga 1,Спорт,,,Fint Ga 1,False,1,ok
Fint Ga 2,Спорт,,,Fint Ga 2,False,1,ok
Fint Ga 3,Спорт,,,Fint Ga 3,False,1,ok
Fint Ga 4,Спорт,,,Fint Ga 4,False,1,ok
Pimple 1,Спорт,,,Pimple 1,False,1,ok
Pimple 2,Спорт,,,Pimple 2,False,1,ok
Pimple 3,Спорт,,,Pimple 3,False,1,ok
Pimple 4,Спорт,,,Pimple 4,False,1,ok
Pimple 5,Спорт,,,Pimple 5,False,1,ok
Pimple 6,Спорт,,,Pimple 6,False,1,ok
BOX Be ON Edge HD,Спорт,Xbox-beonedge,Xbox-beonedge,BOX Be ON Edge HD,True,1,ok
BOX Be ON Edge 1 Live HD,Спорт,Xbox-beonedge1live,Xbox-beonedge1live,BOX Be ON Edge 1 Live HD,True,1,ok
BOX Be ON Edge 2 Live HD,Спорт,Xbox-beonedge2live,Xbox-beonedge2live,BOX Be ON Edge 2 Live HD,True,1,ok
BOX SportCast Live 1 HD,Спорт,Xbox-sportcast-live1,Xbox-sportcast-live1,BOX SportCast Live 1 HD,True,1,ok
BOX SportCast Live 2 HD,Спорт,Xbox-sportcast-live2,Xbox-sportcast-live2,BOX SportCast Live 2 HD,True,1,ok
BOX SportCast Live 3 HD,Спорт,Xbox-sportcast-live3,Xbox-sportcast-live3,BOX SportCast Live 3 HD,True,1,ok
BOX SportCast Live 4 HD,Спорт,Xbox-sportcast-live4,Xbox-sportcast-live4,BOX SportCast Live 4 HD,True,1,ok
BOX SportCast Live 5 HD,Спорт,Xbox-sportcast-live5,Xbox-sportcast-live5,BOX SportCast Live 5 HD,True,1,ok
BOX SportCast Live 6 HD,Спорт,Xbox-sportcast-live6,Xbox-sportcast-live6,BOX SportCast Live 6 HD,True,1,ok
BOX SportCast Live 7 HD,Спорт,Xbox-sportcast-live7,Xbox-sportcast-live7,BOX SportCast Live 7 HD,True,1,ok
BOX SportCast Live 8 HD,Спорт,Xbox-sportcast-live8,Xbox-sportcast-live8,BOX SportCast Live 8 HD,True,1,ok
BOX SportCast Live 9 HD,Спорт,Xbox-sportcast-live9,Xbox-sportcast-live9,BOX SportCast Live 9 HD,True,1,ok
Box Sport 11 Live 4K,Спорт,box-sport-11-live,box-sport-11-live,Box Sport 11 Live 4K,True,1,ok
BOX Sport 12 live HD,Спорт,box-sport-12-live,box-sport-12-live,BOX Sport 12 live HD,False,1,no_validated_programme
BOX Sport 13 live HD,Спорт,box-sport-13-live,box-sport-13-live,BOX Sport 13 live HD,False,1,no_validated_programme
BOX Sport 14 live HD,Спорт,box-sport-14-live,box-sport-14-live,BOX Sport 14 live HD,False,1,no_validated_programme
BOX Sport 15 live HD,Спорт,box-sport-15-live,box-sport-15-live,BOX Sport 15 live HD,False,1,no_validated_programme
MMA Junkie,Спорт,,,MMA Junkie,False,1,ok
Diema Sport HD,Спорт,XDIEMA.SPORT.bg,XDIEMA.SPORT.bg,Diema Sport HD,True,2,ok
Diema Sport 2 HD,Спорт,XDIEMA.SPORT.2.bg,XDIEMA.SPORT.2.bg,Diema Sport 2 HD,True,2,ok
Diema Sport 3 HD,Спорт,XDIEMA.SPORT.3.bg,XDIEMA.SPORT.3.bg,Diema Sport 3 HD,True,2,ok
SPORT TV + PT,Спорт,SPORT.TV+.HD.pt,SPORT.TV+.HD.pt,SPORT TV + PT,True,1,ok
SPORT TV 1 PT,Спорт,SPORT.TV1.HD.pt,SPORT.TV1.HD.pt,SPORT TV 1 PT,True,1,ok
SPORT TV 2 PT,Спорт,SPORT.TV2.HD.pt,SPORT.TV2.HD.pt,SPORT TV 2 PT,True,1,ok
SPORT TV 3 PT,Спорт,SPORT.TV3.HD.pt,SPORT.TV3.HD.pt,SPORT TV 3 PT,True,1,ok
SPORT TV 4 PT,Спорт,SPORT.TV4.HD.pt,SPORT.TV4.HD.pt,SPORT TV 4 PT,True,1,ok
SPORT TV 5 PT,Спорт,SPORT.TV5.HD.pt,SPORT.TV5.HD.pt,SPORT TV 5 PT,True,1,ok
SPORT TV 6 PT,Спорт,Sport.TV.6.HD.pt,Sport.TV.6.HD.pt,SPORT TV 6 PT,True,1,ok
M+ Deportes ES,Спорт,m-plus-deport-es,m-plus-deport-es,M+ Deportes ES,True,1,ok
M+ Deportes 2 HD ES,Спорт,m-plus-deport2-es,m-plus-deport2-es,M+ Deportes 2 HD ES,True,1,ok
M+ Deportes 3 HD ES,Спорт,m-plus-deport3-es,m-plus-deport3-es,M+ Deportes 3 HD ES,True,1,ok
M+ Deportes 4 HD ES,Спорт,m-plus-deport4-es,m-plus-deport4-es,M+ Deportes 4 HD ES,True,1,ok
DAZN 1 PT,Спорт,DAZN.1.pt,DAZN.1.pt,DAZN 1 PT,True,1,ok
DAZN 2 PT,Спорт,DAZN.2.pt,DAZN.2.pt,DAZN 2 PT,True,1,ok
DAZN 1 ESPANA,Спорт,,,DAZN 1 ESPANA,False,1,ok
DAZN 2 ESPAÑA,Спорт,,,DAZN 2 ESPAÑA,False,1,ok
Canal 11 Portugal HD,Спорт,,,Canal 11 Portugal HD,False,1,ok
Glory Kickboxing,Спорт,,,Glory Kickboxing,False,1,ok
Arena Premium 1 HD,Спорт,381833,381833,Arena Premium 1 HD,True,1,ok
Arena Premium 2 HD,Спорт,381835,381835,Arena Premium 2 HD,True,1,ok
Arena Premium 3 HD,Спорт,381834,381834,Arena Premium 3 HD,True,1,ok
Arena Premium 4 HD,Спорт,,,Arena Premium 4 HD,False,1,ok
Arena Premium 5 HD,Спорт,,,Arena Premium 5 HD,False,1,ok
Arena Fight,Спорт,arena-fight,arena-fight,Arena Fight,True,1,ok
TSN 1,Спорт,TSN 1,TSN 1,TSN 1,True,1,ok
TSN 2,Спорт,470550,470550,TSN 2,True,1,ok
TSN 3,Спорт,TSN 3,TSN 3,TSN 3,True,1,ok
TSN 4,Спорт,470915,470915,TSN 4,True,1,ok
TSN 5,Спорт,470390,470390,TSN 5,True,1,ok
Velilla TV World Cup 1966,Спорт,worldcup1966,worldcup1966,Velilla TV World Cup 1966,True,1,ok
Velilla TV World Cup 1970,Спорт,worldcup1970,worldcup1970,Velilla TV World Cup 1970,True,1,ok
Velilla TV World Cup 1974,Спорт,worldcup1974,worldcup1974,Velilla TV World Cup 1974,True,1,ok
Velilla TV World Cup 1978,Спорт,worldcup1978,worldcup1978,Velilla TV World Cup 1978,True,1,ok
Velilla TV World Cup 1982,Спорт,worldcup1982,worldcup1982,Velilla TV World Cup 1982,True,1,ok
Velilla TV World Cup 1986,Спорт,worldcup1986,worldcup1986,Velilla TV World Cup 1986,True,1,ok
Velilla TV World Cup 1998,Спорт,worldcup1998,worldcup1998,Velilla TV World Cup 1998,True,1,ok
Velilla TV World Cup 1990,Спорт,worldcup1990,worldcup1990,Velilla TV World Cup 1990,True,1,ok
Velilla TV World Cup 1994,Спорт,worldcup1994,worldcup1994,Velilla TV World Cup 1994,True,1,ok
Velilla TV World Cup 2002,Спорт,worldcup2002,worldcup2002,Velilla TV World Cup 2002,True,1,ok
Velilla TV World Cup 2006,Спорт,worldcup2006,worldcup2006,Velilla TV World Cup 2006,True,1,ok
Velilla TV World Cup 2010,Спорт,worldcup2010,worldcup2010,Velilla TV World Cup 2010,True,1,ok
Velilla TV World Cup 2014,Спорт,worldcup2014,worldcup2014,Velilla TV World Cup 2014,True,1,ok
Velilla TV World Cup 2018,Спорт,worldcup2018,worldcup2018,Velilla TV World Cup 2018,True,1,ok
Velilla TV World Cup 2022 HD,Спорт,worldcup2022,worldcup2022,Velilla TV World Cup 2022 HD,True,1,ok
Velilla TV World Cup 2026 HD,Спорт,worldcup2026,worldcup2026,Velilla TV World Cup 2026 HD,True,1,ok
Velilla TV EuroCup 1984,Спорт,eurocup1984,eurocup1984,Velilla TV EuroCup 1984,True,1,ok
Velilla TV EuroCup 1988,Спорт,eurocup1988,eurocup1988,Velilla TV EuroCup 1988,True,1,ok
Velilla TV EuroCup 1992,Спорт,eurocup1992,eurocup1992,Velilla TV EuroCup 1992,True,1,ok
Velilla TV EuroCup 1996,Спорт,eurocup1996,eurocup1996,Velilla TV EuroCup 1996,True,1,ok
Velilla TV EuroCup 2000,Спорт,eurocup2000,eurocup2000,Velilla TV EuroCup 2000,True,1,ok
Velilla TV EuroCup 2004,Спорт,eurocup2004,eurocup2004,Velilla TV EuroCup 2004,True,1,ok
Velilla TV EuroCup 2008 HD,Спорт,eurocup2008,eurocup2008,Velilla TV EuroCup 2008 HD,True,1,ok
Velilla TV EuroCup 2012 HD,Спорт,eurocup2012,eurocup2012,Velilla TV EuroCup 2012 HD,True,1,ok
Velilla TV EuroCup 2016 HD,Спорт,eurocup2016,eurocup2016,Velilla TV EuroCup 2016 HD,True,1,ok
Velilla TV EuroCup 2020 HD,Спорт,eurocup2020,eurocup2020,Velilla TV EuroCup 2020 HD,True,1,ok
Velilla TV EuroCup 2024 HD,Спорт,eurocup2024,eurocup2024,Velilla TV EuroCup 2024 HD,True,1,ok
Velilla TV FIFA Club World Cup 2025 HD,Спорт,fifaclubworldcup2025,fifaclubworldcup2025,Velilla TV FIFA Club World Cup 2025 HD,True,1,ok
Velilla TV Legendary Matches HD,Спорт,velillalegendarymatches,velillalegendarymatches,Velilla TV Legendary Matches HD,True,1,ok
FIFA+ HD (England),Спорт,fifapluseng,fifapluseng,FIFA+ HD (England),True,1,ok
FIFA+ HD (Spain),Спорт,,fifaplusesp,FIFA+ HD (Spain),False,1,ok
FIFA+ HD (USA),Спорт,,fifaplususa,FIFA+ HD (USA),False,1,ok
FIFA+ HD (French),Спорт,,fifaplusfrench,FIFA+ HD (French),False,1,ok
FIFA+ HD (German),Спорт,,fifaplusgerman,FIFA+ HD (German),False,1,ok
FIFA+ HD (Hispan America),Спорт,,fifaplushispanamerica,FIFA+ HD (Hispan America),False,1,ok
FIFA+ HD (Italy),Спорт,,fifaplusitaly,FIFA+ HD (Italy),False,1,ok
FIFA+ HD (Portugal),Спорт,,fifaplusportugal,FIFA+ HD (Portugal),False,1,ok
FIFA+ Women HD,Спорт,,fifapluswomen,FIFA+ Women HD,False,1,ok
Top Barca,Спорт,,,Top Barca,False,1,ok
Man City 24/7,Спорт,,,Man City 24/7,False,1,ok
Sport 1 Baltic,Спорт,Xsport1-baltic,Xsport1-baltic,Sport 1 Baltic,True,2,ok
TNT Sports 4 HD,Спорт,400478,400478,TNT Sports 4 HD,True,1,ok
V Sport Ultra HD,Спорт,Xv-sport-ultrahd,Xv-sport-ultrahd,V Sport Ultra HD,True,1,ok
NHL Network,Спорт,Xnhl-network-us,Xnhl-network-us,NHL Network,True,1,ok
HBO Boxing,Спорт,,,HBO Boxing,False,1,ok
Go3 Sport 1 HD,Спорт,tvplay-sports,tvplay-sports,Go3 Sport 1 HD,True,2,ok
Go3 Sport 2 HD,Спорт,tvplay-sports-plus,tvplay-sports-plus,Go3 Sport 2 HD,True,2,ok
Go3 Sport Open HD,Спорт,tv3-sport-open,tv3-sport-open,Go3 Sport Open HD,True,2,ok
Sky Sports Tennis,Спорт,Xsky-sports-tennis,Xsky-sports-tennis,Sky Sports Tennis,True,1,ok
Sky Sports Football UK,Спорт,Xsky-sports-football,Xsky-sports-football,Sky Sports Football UK,True,1,ok
Discovery Channel HD,Познавательные,X991598,X991598,Discovery Channel HD,False,2,no_validated_programme
ID Xtra HD,Познавательные,Xid-xtra-ru,Xid-xtra-ru,ID Xtra HD,True,1,ok
National Geographic HD,Познавательные,,Xnational-geographic-cee,National Geographic HD,False,1,ok
National Geographic,Познавательные,Xnational-geographic-baltic,Xnational-geographic-baltic,National Geographic,True,3,ok
Nat Geo Wild HD,Познавательные,Xnat-geo-wild,Xnat-geo-wild,Nat Geo Wild HD,True,2,ok
Animal Planet HD,Познавательные,Xanimal-planet-eu,Xanimal-planet-eu,Animal Planet HD,True,2,ok
DocuBox HD,Познавательные,Xdocubox-hd,Xdocubox-hd,DocuBox HD,True,1,ok
HGTV HD,Познавательные,Xhgtv,Xhgtv,HGTV HD,True,1,ok
HD Life,Познавательные,Xhd-life,Xhd-life,HD Life,True,1,ok
Viasat History HD CEE,Познавательные,Xhistory-viasat-en,Xhistory-viasat-en,Viasat History HD CEE,True,1,ok
Viasat Nature,Познавательные,Xviasat-nature-cee,Xviasat-nature-cee,Viasat Nature,True,1,ok
Viasat Explore,Познавательные,Xviasat-explore-cee,Xviasat-explore-cee,Viasat Explore,True,1,ok
Viasat History HD,Познавательные,Xviasat-history,Xviasat-history,Viasat History HD,True,2,ok
Viasat Explore Best HD,Познавательные,,,Viasat Explore Best HD,False,1,ok
Viasat Nature Best HD,Познавательные,,,Viasat Nature Best HD,False,1,ok
Viasat History Best HD,Познавательные,,,Viasat History Best HD,False,1,ok
Viju Explore HD,Познавательные,Xviasat-explore,Xviasat-explore,Viju Explore HD,True,1,ok
Viju History HD,Познавательные,Xviasat-history,Xviasat-history,Viju History HD,True,1,ok
Viju Nature HD,Познавательные,Xviasat-nature,Xviasat-nature,Viju Nature HD,True,1,ok
Viju+ Planet HD,Познавательные,Xviasat-nature-history-hd,Xviasat-nature-history-hd,Viju+ Planet HD,True,1,ok
TLC HD,Познавательные,X76699,X76699,TLC HD,True,2,ok
Big Planet HD,Познавательные,Xbig-planet,Xbig-planet,Big Planet HD,True,1,ok
Travel Channel HD,Познавательные,Xtravel-channel-pl,Xtravel-channel-pl,Travel Channel HD,True,2,ok
RTG HD,Познавательные,Xrtg-hd,Xrtg-hd,RTG HD,True,1,ok
History HD,Познавательные,Xhistory-pl,Xhistory-pl,History HD,True,3,ok
H2 HD,Познавательные,Xh2,Xh2,H2 HD,True,1,ok
The Explorers,Познавательные,Xthe-explorers,Xthe-explorers,The Explorers,True,1,ok
Travel+Adventure HD,Познавательные,Xtravel-adventure,Xtravel-adventure,Travel+Adventure HD,True,1,ok
Travel XP HD,Познавательные,Xtravel-xp-hd,Xtravel-xp-hd,Travel XP HD,True,1,ok
Travel XP 4K,Познавательные,Xtravel-xp-hd,Xtravel-xp-hd,Travel XP 4K,True,1,ok
Travel&Adventure HD,Познавательные,Xtravel-and-adventure,Xtravel-and-adventure,Travel&Adventure HD,False,1,no_validated_programme
Глазами туриста HD,Познавательные,Xglazami-turista,Xglazami-turista,Глазами туриста HD,True,1,ok
Приключения HD,Познавательные,Xprikluchenia-hd,Xprikluchenia-hd,Приключения HD,True,1,ok
Большая Азия HD,Познавательные,Xbolshaya-azia,Xbolshaya-azia,Большая Азия HD,True,1,ok
Поехали HD,Познавательные,Xpoexali,Xpoexali,Поехали HD,True,1,ok
Живая природа HD,Познавательные,Xzhivaya-priroda,Xzhivaya-priroda,Живая природа HD,True,1,ok
Живая планета,Познавательные,Xzhivaya-planeta,Xzhivaya-planeta,Живая планета,True,1,ok
Рыболов,Познавательные,Xoxotnik-i-rybolov,Xoxotnik-i-rybolov,Рыболов,True,1,ok
Охотник и рыболов HD,Познавательные,Xoxotnik-i-rybolov-hd,Xoxotnik-i-rybolov-hd,Охотник и рыболов HD,True,1,ok
Охота и Рыбалка,Познавательные,Xoxota-i-rybalka,Xoxota-i-rybalka,Охота и Рыбалка,True,1,ok
Рыбалка,Познавательные,Xrybalka,Xrybalka,Рыбалка,True,1,ok
Рыбалка HD,Познавательные,Xrybalka,Xrybalka,Рыбалка HD,True,1,ok
Диалоги о рыбалке,Познавательные,Xdialogi-o-rybalke,Xdialogi-o-rybalke,Диалоги о рыбалке,True,1,ok
Дикая охота HD,Познавательные,Xdikaya-oxota-hd,Xdikaya-oxota-hd,Дикая охота HD,True,1,ok
Дикая рыбалка HD,Познавательные,Xdikaya-rybalka-hd,Xdikaya-rybalka-hd,Дикая рыбалка HD,True,1,ok
Continent E,Познавательные,Xcontinent-e,Xcontinent-e,Continent E,True,1,ok
Трофей HD,Познавательные,Xtrofey,Xtrofey,Трофей HD,True,1,ok
Загородная Жизнь,Познавательные,Xzagorodnaya-zhizn,Xzagorodnaya-zhizn,Загородная Жизнь,True,1,ok
Загородный,Познавательные,Xzagorodny,Xzagorodny,Загородный,True,1,ok
Усадьба,Познавательные,Xusadba,Xusadba,Усадьба,True,1,ok
6 соток,Познавательные,X6sotok,X6sotok,6 соток,True,1,ok
Дача HD,Познавательные,Xdacha,Xdacha,Дача HD,True,1,ok
ZooSweet,Познавательные,zooswet-ua,zooswet-ua,ZooSweet,False,1,no_validated_programme
Знаєм 24,Познавательные,znajem24,znajem24,Знаєм 24,True,1,ok
Невигадані Історії HD,Познавательные,,,Невигадані Історії HD,False,1,ok
Загородный International,Познавательные,Xzagorodny-int,Xzagorodny-int,Загородный International,False,1,no_validated_programme
Дикий,Познавательные,Xdikiy,Xdikiy,Дикий,True,1,ok
Арсенал HD,Познавательные,Xarsenaltv,Xarsenaltv,Арсенал HD,True,1,ok
Мужской,Познавательные,Xmuzhskoy,Xmuzhskoy,Мужской,True,1,ok
Наука 2.0,Познавательные,Xnauka-20,Xnauka-20,Наука 2.0,True,1,ok
Моя Планета,Познавательные,Xmoya-planeta,Xmoya-planeta,Моя Планета,True,1,ok
Планета HD,Познавательные,Xmoya-planeta,Xmoya-planeta,Планета HD,True,1,ok
Совершенно секретно,Познавательные,Xsovsek,Xsovsek,Совершенно секретно,True,1,ok
Кто есть кто,Познавательные,Xkto-est-kto,Xkto-est-kto,Кто есть кто,True,1,ok
История,Познавательные,Xistoria,Xistoria,История,True,1,ok
365 дней ТВ,Познавательные,X365-dnej,X365-dnej,365 дней ТВ,True,1,ok
FlixSpin,Познавательные,,Xpervy-obrazovatelny,FlixSpin,False,1,ok
Психология 21,Познавательные,Xpsixologia-21,Xpsixologia-21,Психология 21,True,1,ok
Вопросы и ответы,Познавательные,Xvoprosy-i-otvety,Xvoprosy-i-otvety,Вопросы и ответы,True,1,ok
360°,Познавательные,X360-podmoskovie,X360-podmoskovie,360°,True,1,ok
36.6 HD,Познавательные,X36-6-tv,X36-6-tv,36.6 HD,True,1,ok
Оружие,Познавательные,Xoruzhie,Xoruzhie,Оружие,True,1,ok
Terra,Познавательные,Xterra-ru,Xterra-ru,Terra,True,1,ok
Terra HD,Познавательные,Xterra-ru,Xterra-ru,Terra HD,True,1,ok
Машина часу,Познавательные,mashina-chasu,mashina-chasu,Машина часу,True,1,ok
Домашние Животные,Познавательные,Xdomashnie-zhivotnye,Xdomashnie-zhivotnye,Домашние Животные,True,1,ok
Ocean TV,Познавательные,Xocean-tv,Xocean-tv,Ocean TV,True,1,ok
Sea TV HD,Познавательные,Xsea-tv,Xsea-tv,Sea TV HD,True,1,ok
Galaxy,Познавательные,Xgalaxy-tv,Xgalaxy-tv,Galaxy,True,1,ok
Моя стихия,Познавательные,Xmorskoy,Xmorskoy,Моя стихия,True,1,ok
Телепутешествия,Познавательные,Xteleputeshestvia,Xteleputeshestvia,Телепутешествия,True,1,ok
В мире животных HD,Познавательные,Xv-mire-zhivotnyx-hd,Xv-mire-zhivotnyx-hd,В мире животных HD,True,1,ok
Первый Космический HD,Познавательные,Xeureka-hd,Xeureka-hd,Первый Космический HD,True,1,ok
Quiz TV,Познавательные,Xquiz-tv,Xquiz-tv,Quiz TV,True,1,ok
Світло HD,Познавательные,Xepoque,Xepoque,Світло HD,True,1,ok
Наука,Познавательные,Xnauka,Xnauka,Наука,True,1,ok
Терра,Познавательные,Xterra,Xterra,Терра,True,1,ok
Фауна,Познавательные,Xfauna,Xfauna,Фауна,True,1,ok
Масон ТВ,Познавательные,Xmason-tv,Xmason-tv,Масон ТВ,True,1,ok
One Planet HD,Познавательные,Xone-planet,Xone-planet,One Planet HD,True,1,ok
Чемодан ТВ HD,Познавательные,Xchemodan,Xchemodan,Чемодан ТВ HD,True,1,ok
UTravel,Познавательные,Xutravel,Xutravel,UTravel,True,1,ok
Континент Е,Познавательные,,,Континент Е,False,1,ok
