playlist_name,playlist_tvg_id,output_tvg_id,group,region,source,source_id,method,confidence,accuracy_status,accuracy_reason,evidence_url,quarantine
MTV HD,,MTV.HD.uk,UK,GB,epgshare-UK,MTV.HD.uk,name-region,96,probable,strong exact match; no country conflict detected,,False
Music box 00s,,MUSIC.BOX.00s.musicbox,Музыкальные,,epgshare-MUSICBOX,MUSIC.BOX.00s.musicbox,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Deluxe Rap HD,,Deluxe.Rap.de,Музыкальные,,epgshare-DELUXEMUSIC,Deluxe.Rap.de,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
RAI 2 HD,,Rai.2.HD..102.it,Италия,IT,epgshare-IT,Rai.2.HD..102.it,alias,100,verified,researched exact alias,,False
RAI 4 HD,,Rai4.it,Италия,IT,epgshare-IT,Rai4.it,alias,100,verified,researched exact alias,,False
RAI 5 HD,,Rai5.it,Италия,IT,epgshare-IT,Rai5.it,alias,100,verified,researched exact alias,,False
RAI Gulp HD,,RaiGulp.it,Италия,IT,epgshare-IT,RaiGulp.it,alias,100,verified,researched exact alias,,False
RAI YOYO HD,,RaiYoyo.it,Италия,IT,epgshare-IT,RaiYoyo.it,alias,100,verified,researched exact alias,,False
RAI Storia HD,,RaiStoria.it,Италия,IT,epgshare-IT,RaiStoria.it,alias,100,verified,researched exact alias,,False
RAI Movie HD,,RaiMovie.it,Италия,IT,epgshare-IT,RaiMovie.it,alias,100,verified,researched exact alias,,False
RAI Scuola HD,,RaiScuola.it,Италия,IT,epgshare-IT,RaiScuola.it,alias,100,verified,researched exact alias,,False
LA 5 HD,,La.5.it,Италия,IT,epgshare-IT,La.5.it,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Super!,,Super!.it,Италия,IT,epgshare-IT,Super!.it,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AXN White,XAXN.White.ro,XAXN.White.ro,Румыния,RO,epgshare-RO,AXN.White.ro,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AXN Black,XAXN.Black.ro,XAXN.Black.ro,Румыния,RO,epgshare-RO,AXN.Black.ro,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AXN Spin,XAXN.Spin.ro,XAXN.Spin.ro,Румыния,RO,epgshare-RO,AXN.Spin.ro,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Prima TV RO,,Prima.TV.ro,Румыния,RO,epgshare-RO,Prima.TV.ro,alias,100,verified,researched exact alias,,False
Pro Cinema HD,,Pro.Cinema.HD.ro,Румыния,RO,epgshare-RO,Pro.Cinema.HD.ro,alias,100,verified,researched exact alias,,False
ProTV,,PRO.TV.ro,Румыния,RO,epgshare-RO,PRO.TV.ro,alias,100,verified,researched exact alias,,False
ProTV HD,,PRO.TV.HD.ro,Румыния,RO,epgshare-RO,PRO.TV.HD.ro,alias,100,verified,researched exact alias,,False
ProTV International,,PRO.TV.INTERNATIONAL.ro,Румыния,RO,epgshare-RO,PRO.TV.INTERNATIONAL.ro,alias,100,verified,researched exact alias,,False
Realitatea+,,Realitatea.Plus.ro,Румыния,RO,epgshare-RO,Realitatea.Plus.ro,alias,100,verified,researched exact alias,,False
Romania TV,,România.TV.ro,Румыния,RO,epgshare-RO,România.TV.ro,alias,100,verified,researched exact alias,,False
TLC HD,,TLC.ro,Румыния,RO,epgshare-RO,TLC.ro,name-region,96,probable,strong exact match; no country conflict detected,,False
Telestar 1,,Telestar.1.ro,Румыния,RO,epgshare-RO,Telestar.1.ro,name-region,96,probable,strong exact match; no country conflict detected,,False
Travel mix HD,,Travel.Mix.ro,Румыния,RO,epgshare-RO,Travel.Mix.ro,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TVR2,,TVR.2.ro,Румыния,RO,epgshare-RO,TVR.2.ro,alias,100,verified,researched exact alias,,False
TVR3,,TVR.3.ro,Румыния,RO,epgshare-RO,TVR.3.ro,alias,100,verified,researched exact alias,,False
TVR Iasi,,TVR.Iași.ro,Румыния,RO,epgshare-RO,TVR.Iași.ro,alias,100,verified,researched exact alias,,False
БНТ1,XBNT.bg,XBNT.bg,Болгария,BG,epgshare-BG,БНТ1.bg,alias,100,verified,researched exact alias,,False
БНТ2,XBNT.2.bg,XBNT.2.bg,Болгария,BG,epgshare-BG,БНТ2.bg,alias,100,verified,researched exact alias,,False
Nova HD,XNova.TV.bg,XNova.TV.bg,Болгария,BG,epgshare-BG,Нова.телевизия.bg,alias,100,verified,researched exact alias,,False
Diema,XDiema.bg,XDiema.bg,Болгария,BG,epgshare-BG,Диема.bg,alias,100,verified,researched exact alias,,False
Diema Family HD,XDiema.Family.bg,XDiema.Family.bg,Болгария,BG,epgshare-BG,Диема.Фемили.bg,alias,100,verified,researched exact alias,,False
Nova Sport,XNova.Sport.bg,XNova.Sport.bg,Болгария,BG,epgshare-BG,Нова.Спорт.bg,alias,100,verified,researched exact alias,,False
Diema Sport 2,XDIEMA.SPORT.2.bg,XDIEMA.SPORT.2.bg,Болгария,BG,epgshare-BG,Diema.Sport.2.HD.bg,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Diema Sport 3,XDIEMA.SPORT.3.bg,XDIEMA.SPORT.3.bg,Болгария,BG,epgshare-BG,Diema.Sport.3.bg,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Max Sport 1 HD,XMax.Sport.1.bg,XMax.Sport.1.bg,Болгария,BG,epgshare-BG,MAX.Sport.1.bg,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Max Sport 2 HD,XMax.Sport.2.bg,XMax.Sport.2.bg,Болгария,BG,epgshare-BG,MAX.Sport.2.bg,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Max Sport 3 HD,XMax.Sport.3.bg,XMax.Sport.3.bg,Болгария,BG,epgshare-BG,MAX.Sport.3.bg,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Max Sport 4 HD,XMax.Sport.4.bg,XMax.Sport.4.bg,Болгария,BG,epgshare-BG,MAX.Sport.4.bg,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Nick Jr,XNick.Jr.bg,XNick.Jr.bg,Болгария,BG,epgshare-BG,Nick.Jr..bg,name-region,96,probable,strong exact match; no country conflict detected,,False
TVP 3 HD,Xtvp3,Xtvp3,Польша,PL,epgshare-PL,TVP.3.pl,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TVP Seriale HD,Xtvp-seriale,Xtvp-seriale,Польша,PL,epgshare-PL,TVP.Seriale.pl,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Polsat Viasat Nature HD,Xpolsat-viasat-nature,Xpolsat-viasat-nature,Польша,PL,epgshare-PL,Polsat.Viasat.Nature.HD.pl,name-region,96,probable,strong exact match; no country conflict detected,,False
TVP Historia HD,Xtvp-historia,Xtvp-historia,Польша,PL,epgshare-PL,TVP.Historia.pl,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Polsat Sport Premium 1 HD,Xpolsat-sport-pr1,Xpolsat-sport-pr1,Польша,PL,epgshare-PL,Polsat.Sport.Premium.1.pl,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Polsat Sport Premium 2 HD,Xpolsat-sport-pr2,Xpolsat-sport-pr2,Польша,PL,epgshare-PL,Polsat.Sport.Premium.2.pl,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Polsat Sport Premium 3 HD,Xpolsat-sport-pr3,Xpolsat-sport-pr3,Польша,PL,epgshare-PL,Polsat.Sport.Premium.3.pl,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Polsat Sport Premium 4 HD,Xpolsat-sport-pr4,Xpolsat-sport-pr4,Польша,PL,epgshare-PL,Polsat.Sport.Premium.4.pl,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Polsat Sport Premium 5 HD,Xpolsat-sport-pr5,Xpolsat-sport-pr5,Польша,PL,epgshare-PL,Polsat.Sport.Premium.5.pl,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Vox Music TV HD,XVOX.Music.TV.pl,XVOX.Music.TV.pl,Польша,PL,epgshare-PL,VOX.Music.TV.pl,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Paramount Network,Xparamount-network-pl,Xparamount-network-pl,Польша,PL,epgshare-PL,Paramount.Network.pl,name-region,96,probable,strong exact match; no country conflict detected,,False
Polar HD,,POLAR.cz,Чехия,CZ,epgshare-CZ,POLAR.cz,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Jihočeská televize,,Jihočeská.televize.cz,Чехия,CZ,epgshare-CZ,Jihočeská.televize.cz,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
RTVS SPORT HD,X3981fa886a1704937afd96d87ea46ef1,X3981fa886a1704937afd96d87ea46ef1,SkyLink,CZ/SK,epgshare-CZ,RTVS.SPORT.cz,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AMC,,AMC.cz,SkyLink,CZ/SK,epgshare-CZ,AMC.cz,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AXN,,AXN.cz,SkyLink,CZ/SK,epgshare-CZ,AXN.cz,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AXN Black,,AXN.Black.cz,SkyLink,CZ/SK,epgshare-CZ,AXN.Black.cz,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AXN White,,AXN.White.cz,SkyLink,CZ/SK,epgshare-CZ,AXN.White.cz,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Arena Sport 1 HD,X1ee5b7ce8676fe322a8bb63f097f8c9a,X1ee5b7ce8676fe322a8bb63f097f8c9a,SkyLink,CZ/SK,epgshare-SK,Arena.Sport.1.HD.sk,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Action 24 GR,Xaction24-gr,Xaction24-gr,Греция,GR,epgshare-GR,Action.24.gr,alias,100,verified,researched exact alias,,False
Alpha GR,Xalpha-gr,Xalpha-gr,Греция,GR,epgshare-GR,ALPHA.gr,alias,100,verified,researched exact alias,,False
Nea TV,Xmega-gr,Xmega-gr,Греция,GR,epgshare-GR,ΝΕΑ.Τηλεόραση.Κρήτης.gr,alias,100,verified,researched exact alias,,False
Star GR,Xstar-gr,Xstar-gr,Греция,GR,epgshare-GR,STAR.gr,alias,100,verified,researched exact alias,,False
HRT1,,HTV1.HD.hr,Хорватия,HR,epgshare-HR,HTV1.HD.hr,alias,100,verified,researched exact alias,,False
CMC TV,,CMC.hr,Хорватия,HR,epgshare-HR,CMC.hr,alias,100,verified,researched exact alias,,False
SPORT TV + PT,,SPORT.TV+.HD.pt,Спорт,,epgshare-PT,SPORT.TV+.HD.pt,alias,100,verified,researched exact alias,,False
SPORT TV 1 PT,,SPORT.TV1.HD.pt,Спорт,,epgshare-PT,SPORT.TV1.HD.pt,alias,100,verified,researched exact alias,,False
SPORT TV 2 PT,,SPORT.TV2.HD.pt,Спорт,,epgshare-PT,SPORT.TV2.HD.pt,alias,100,verified,researched exact alias,,False
SPORT TV 3 PT,,SPORT.TV3.HD.pt,Спорт,,epgshare-PT,SPORT.TV3.HD.pt,alias,100,verified,researched exact alias,,False
SPORT TV 4 PT,,SPORT.TV4.HD.pt,Спорт,,epgshare-PT,SPORT.TV4.HD.pt,alias,100,verified,researched exact alias,,False
SPORT TV 5 PT,,SPORT.TV5.HD.pt,Спорт,,epgshare-PT,SPORT.TV5.HD.pt,alias,100,verified,researched exact alias,,False
SPORT TV 6 PT,,Sport.TV.6.HD.pt,Спорт,,epgshare-PT,Sport.TV.6.HD.pt,alias,100,verified,researched exact alias,,False
DAZN 1 PT,,DAZN.1.pt,Спорт,,epgshare-PT,DAZN.1.pt,alias,100,verified,researched exact alias,,False
DAZN 2 PT,,DAZN.2.pt,Спорт,,epgshare-PT,DAZN.2.pt,alias,100,verified,researched exact alias,,False
Canal 11 International,,Canal.11.HD.pt,Спорт,,epgshare-PT,Canal.11.HD.pt,alias,100,verified,researched exact alias,,False
CNN Türk HD,Xcnn-turk,Xcnn-turk,Турция,TR,epgshare-TR,CNN.TÜRK.HD.tr,name-region,96,probable,strong exact match; no country conflict detected,,False
TRT Türk,XTRT.Türk.tr,XTRT.Türk.tr,Турция,TR,epgshare-TR,TRT.TÜRK.tr,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TRT Avaz,Xtrt-avaz,Xtrt-avaz,Турция,TR,epgshare-TR,TRT.AVAZ.HD.tr,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
LNK HD,Xlnk,Xlnk,Литва,LT,epgshare-LT,LNK.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TV3 Plus,Xtv3-plus-lt,Xtv3-plus-lt,Литва,LT,epgshare-LT,TV3.Plus.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Balticum TV HD,Xbalticum-tv,Xbalticum-tv,Литва,LT,epgshare-LT,Balticum.TV.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Balticum Auksinis HD,Xbalticum-auksinis,Xbalticum-auksinis,Литва,LT,epgshare-LT,Balticum.Auksinis.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Delfi TV HD,Xdelfi-tv,Xdelfi-tv,Литва,LT,epgshare-LT,Delfi.TV.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Viasat Kino World HD,Xtv1000-premium,Xtv1000-premium,Литва,LT,epgshare-LT,Viasat.Kino.World.lt,name-region,96,probable,strong exact match; no country conflict detected,,False
Filmzone HD,Xfilmzone-lt,Xfilmzone-lt,Литва,LT,epgshare-LT,Filmzone+.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Go3 Films HD,Xtv1000-cee,Xtv1000-cee,Литва,LT,epgshare-LT,Go3.Films.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Sport 1 HD,Xsport1-lt,Xsport1-lt,Литва,LT,epgshare-LT,Sport.1.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Go3 Sport 1 HD,Xtvplay-sports,Xtvplay-sports,Литва,LT,epgshare-LT,Go3.Sport.1.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Go3 Sport 2 HD,Xtvplay-sports-plus,Xtvplay-sports-plus,Литва,LT,epgshare-LT,Go3.Sport.2.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Go3 Sport 3 HD,Xtv3-sport-3,Xtv3-sport-3,Литва,LT,epgshare-LT,Go3.Sport.3.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Go3 Sport Open HD,Xtv3-sport-open,Xtv3-sport-open,Литва,LT,epgshare-LT,Go3.Sport.Open.lt,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TV6,Xtv6-lv,Xtv6-lv,Латвия,LV,epgshare-LV,TV6.HD.lv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TV6 HD,Xtv6-lv,Xtv6-lv,Латвия,LV,epgshare-LV,TV6.HD.lv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TV3 Life HD,Xlnt,Xlnt,Латвия,LV,epgshare-LV,TV3.Life.HD.lv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Go3 Films HD,Xtv1000-premium,Xtv1000-premium,Латвия,LV,epgshare-LV,Go3.Films.HD.lv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Kidzone Mini HD,Xkidzone,Xkidzone,Латвия,LV,epgshare-LV,Kidzone.Mini.HD.lv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Kidzone Max HD,Xkidzone,Xkidzone,Латвия,LV,epgshare-LV,Kidzone.Max.HD.lv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Nick Jr HD,Xnick-jr-baltic,Xnick-jr-baltic,Латвия,LV,epgshare-LV,Nick.Jr.HD.lv,name-region,96,probable,strong exact match; no country conflict detected,,False
Re:TV HD,Xre-tv,Xre-tv,Латвия,LV,epgshare-LV,Re:TV.HD.lv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НВК Саха,Xsaxa,Xsaxa,Россия,RU,teleguide-ru,1646,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Конный мир HD,Xkonny-mir,Xkonny-mir,Спорт,,teleguide-ru,2137,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Q Arena,Xqsport-kz,Xqsport-kz,Спорт,,teleguide-ru,300174,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Luxury HD,Xluxury-hd,Xluxury-hd,Разное,,teleguide-ru,1754,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТБН,Xtbn-ru,Xtbn-ru,Разное,,teleguide-ru,1638,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Angel TV,Xangel-tv,Xangel-tv,Разное,,teleguide-ru,2885,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НТВ Беларусь,Xntv-belarus,Xntv-belarus,Беларусь,BY,teleguide-ru,300053,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Планета РТР,Xrtr-planeta-eu,Xrtr-planeta-eu,Россия,RU,gabbarit-current,Planeta RTR,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТВЦ International,Xtvci,Xtvci,Россия,RU,gabbarit-current,ТВ Центр Международный,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
News Front,,News Front TV,Россия,RU,gabbarit-current,News Front TV,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Резонанс ТВ,Xrezonans,Xrezonans,Россия,RU,gabbarit-current,Резонанс,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Хузур ТВ,Xxuzur-tv,Xxuzur-tv,Россия,RU,gabbarit-current,Хузур ТВ (Татарстан),name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Sochi Live,Xsochi-live,Xsochi-live,Россия,RU,gabbarit-current,Sochi Live,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТРК 555,,ТРК 555 (Алушта),Россия,RU,gabbarit-current,ТРК 555 (Алушта),name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Волга 24,Xvremia-n,Xvremia-n,Россия,RU,gabbarit-current,Время Н (Нижний Новгород),name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Ветта 24,Xvetta24,Xvetta24,Россия,RU,gabbarit-current,Ветта-24 (Пермь),name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Хузур ТВ,Xxuzur-tv,Xxuzur-tv,Россия,RU,gabbarit-current,Хузур ТВ (Татарстан),name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ICTV2,Xictv-ukraine,Xictv-ukraine,Украинские,UA,gabbarit-current,ICTV 2 HD,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Новий канал,Xnovy-kanal-ua,Xnovy-kanal-ua,Украинские,UA,gabbarit-current,Новый канал,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Новий канал HD,Xnovy-kanal-ua,Xnovy-kanal-ua,Украинские,UA,gabbarit-current,Новый канал,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Униан ТВ,Xunian-tv,Xunian-tv,Украинские,UA,gabbarit-current,Униан ТВ,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
5 канал ПЕРШИЙ.УКРАЇНСЬКИЙ. ІНФОРМАЦІЙНИЙ,X5kanal-ua,X5kanal-ua,Украинские,UA,gabbarit-current,5 канал,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
FreeДОМ,Xua-tv,Xua-tv,Украинские,UA,gabbarit-current,FreeДОМ,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Перший Західний,Xpershy-zaxidny,Xpershy-zaxidny,Украинские,UA,gabbarit-current,Перший Західний,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Квартал ТВ,Xkvartal-tv,Xkvartal-tv,Украинские,UA,gabbarit-current,Квартал ТВ,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Первый Автомобильный,X1auto,X1auto,Украинские,UA,gabbarit-current,Первый автомобильный,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Дом,Xdom,Xdom,Украинские,UA,gabbarit-current,Дом,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Первый городской Одесса,,Первый городской (Одесса),Украинские,UA,gabbarit-current,Первый городской (Одесса),name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Апостроф TV,Xapostrof,Xapostrof,Украинские,UA,gabbarit-current,Апостроф TV,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Первый городской (Кривой Рог),Xpervy-gorodskoy-kryvrig,Xpervy-gorodskoy-kryvrig,Украинские,UA,gabbarit-current,Первый Городской (Кривой Рог),name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Дніпро TV HD,,51 канал,Украинские,UA,gabbarit-current,51 канал,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Наше любимое кино UA,Xnashe-lubimoe-kino-ua,Xnashe-lubimoe-kino-ua,Кино,,gabbarit-current,Наше Любимое Кино HD UA,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Premiere HD,Xpremiere-hd,Xpremiere-hd,Кино,,gabbarit-current,Premiere HD,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Serial HD,Xserial-hd,Xserial-hd,Кино,,gabbarit-current,Serial HD,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Paradise HD,Xparadise-hd,Xparadise-hd,Кино,,gabbarit-current,Paradise HD,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Victory HD,Xvictory-hd,Xvictory-hd,Кино,,gabbarit-current,Victory HD,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
USSR HD,Xussr-premieregroup,Xussr-premieregroup,Кино,,gabbarit-current,USSR HD,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Paradox HD,Xparadox-hd,Xparadox-hd,Кино,,gabbarit-current,Paradox HD,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BEST Films HD,,Best Films,Кино,,gabbarit-current,Best Films,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
FilmZone Plus,Xfilmzone-plus-lt,Xfilmzone-plus-lt,Кино,,gabbarit-current,FilmZone+ HD,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bolt HD Украина,Xbolt,Xbolt,Кино,,gabbarit-current,Bolt (UA),name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Trash TV,Xtrashtv,Xtrashtv,Кино,,gabbarit-current,Trash HD PREMIUM+,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Fresh TV Armenia,,Fresh TV Armenia,Кинозалы,,gabbarit-current,Fresh TV Armenia,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
YOSSO-C-INQUEST,Xc-inquest-yosso,Xc-inquest-yosso,Кинозалы,,gabbarit-current,C-Inquest,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
YOSSO-C-COMEDY,Xc-comedy-yosso,Xc-comedy-yosso,Кинозалы,,gabbarit-current,C-Comedy,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Видеокассета VHS,,Видеокасета VHS,Кинозалы,,gabbarit-current,Видеокасета VHS,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Series,Xgoldline-series,Xgoldline-series,Кинозалы,,gabbarit-current,GL Series [Сериалы],name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Survival,Xgoldline-survival,Xgoldline-survival,Кинозалы,,gabbarit-current,GL Survival [Выживание],name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Детектив,Xgoldline-detektiv,Xgoldline-detektiv,Кинозалы,,gabbarit-current,GL Детектив,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Невский,XGL Невский,XGL Невский,Кинозалы,,gabbarit-current,GL Невский,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Brief,Xgoldline-brief,Xgoldline-brief,Кинозалы,,gabbarit-current,GL Brief [Короткие истории],name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Evidence,Xgoldline-evidence,Xgoldline-evidence,Кинозалы,,gabbarit-current,GL Evidence [Улика],name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Exist,Xgoldline-exist,Xgoldline-exist,Кинозалы,,gabbarit-current,GL Exist [Существование],name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Island,Xgoldline-island,Xgoldline-island,Кинозалы,,gabbarit-current,GL Island [Остров],name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Naked&Funny,Xgoldline-naked,Xgoldline-naked,Кинозалы,,gabbarit-current,GL Naked&Funny [Голые и cмешные],name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
GL Psycho,Xgoldline-psy,Xgoldline-psy,Кинозалы,,gabbarit-current,GL Psycho [Психо],name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TVPlay DC Comics HD,,TVPlay DC Comics HD,Кинозалы,,gabbarit-current,TVPlay DC Comics HD,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
jk_fargo,,jk_fargo,Кинозалы,,gabbarit-current,jk_fargo,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Joker:Губка Боб,Xgubka_bob,Xgubka_bob,Кинозалы UA,,gabbarit-current,Joker:Губка Боб,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Joker:Love,jk_love,jk_love,Кинозалы UA,,gabbarit-current,jk_love,id,99,probable,strong exact match; no country conflict detected,,False
Joker:Альф,jk_Alf,jk_Alf,Кинозалы UA,,gabbarit-current,jk_Alf,id,99,probable,strong exact match; no country conflict detected,,False
Joker:Футурама,jk_futurama,jk_futurama,Кинозалы UA,,gabbarit-current,jk_futurama,id,99,probable,strong exact match; no country conflict detected,,False
Joker:CSI NY,jk_csi_NY,jk_csi_NY,Кинозалы UA,,gabbarit-current,jk_csi_NY,id,99,probable,strong exact match; no country conflict detected,,False
Joker:CSI Vegas,jk_csi_vegas,jk_csi_vegas,Кинозалы UA,,gabbarit-current,jk_csi_vegas,id,99,probable,strong exact match; no country conflict detected,,False
Joker:CSI Miami,jk_csi_m,jk_csi_m,Кинозалы UA,,gabbarit-current,jk_csi_m,id,99,probable,strong exact match; no country conflict detected,,False
Joker:Секретні матеріали,jk_x_files,jk_x_files,Кинозалы UA,,gabbarit-current,jk_x_files,id,99,probable,strong exact match; no country conflict detected,,False
Joker:Друзі,jk_Friends,jk_Friends,Кинозалы UA,,gabbarit-current,jk_Friends,id,99,probable,strong exact match; no country conflict detected,,False
Joker:Дім Дракона,jk_House_Dragon,jk_House_Dragon,Кинозалы UA,,gabbarit-current,jk_House_Dragon,id,99,probable,strong exact match; no country conflict detected,,False
Joker:Шерлок,jk_Sherlock,jk_Sherlock,Кинозалы UA,,gabbarit-current,jk_Sherlock,id,99,probable,strong exact match; no country conflict detected,,False
Joker:Гострі картузи,jk_Gostri_Kartuz,jk_Gostri_Kartuz,Кинозалы UA,,gabbarit-current,jk_Gostri_Kartuz,id,99,probable,strong exact match; no country conflict detected,,False
Joker:Відьмак,jk_Vedmak,jk_Vedmak,Кинозалы UA,,gabbarit-current,jk_Vedmak,id,99,probable,strong exact match; no country conflict detected,,False
